wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,p_h,sulphates,alcohol,quality,region
553,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6.08,Italy
554,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5.47,Italy
555,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5.47,USA
556,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,4.61,Australia
557,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6.14,Australia
558,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,4.89,USA
559,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6.0600000000000005,France
560,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,5.76,USA
561,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,4.94,USA
562,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,4.92,Italy
563,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5.34,Italy
564,7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,5.82,USA
565,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6.37,Italy
566,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,4.58,Italy
567,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,5.53,France
568,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,5.68,Spain
569,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,5.69,France
570,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6.1,Australia
571,11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,5.98,France
572,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,5.88,France
573,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5.26,Spain
574,10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4.21,USA
575,10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,5.93,Australia
576,12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6.46,France
577,9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,3.8,France
578,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,4.55,Australia
579,8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5.15,Italy
580,10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,5.92,Italy
581,12.3,0.5,0.49,2.2,0.08900000000000001,5,14,1.0002,3.19,0.44,9.6,5.48,France
582,12.3,0.5,0.49,2.2,0.08900000000000001,5,14,1.0002,3.19,0.44,9.6,4.64,Spain
583,11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5.42,USA
584,12,0.28,0.49,1.9,0.07400000000000001,10,21,0.9976,2.98,0.66,9.9,7.49,USA
585,11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,6.86,Spain
586,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6.4,Italy
587,11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7.14,Italy
588,7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5.32,Italy
589,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8.36,Australia
590,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,6.97,Italy
591,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5.38,Australia
592,6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,5.98,France
593,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,4.88,USA
594,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,4.75,Italy
595,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,4.84,Australia
596,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5.21,Italy
597,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6.16,Spain
598,11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6.47,Italy
599,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,5.76,Spain
600,12.7,0.59,0.45,2.3,0.08199999999999999,11,22,1,3,0.7,9.3,5.8,Australia
601,8.2,0.915,0.27,2.1,0.08800000000000001,7,23,0.9962,3.26,0.47,10,4.33,Italy
602,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.04,Italy
603,7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5.2,USA
604,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.2,USA
605,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,5.92,Australia
606,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,5.71,USA
607,9.4,0.41,0.48,4.6,0.07200000000000001,10,20,0.9973,3.34,0.79,12.2,6.66,USA
608,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,5.82,France
609,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,5.91,France
610,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,5.96,France
611,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5.42,France
612,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,4.78,Italy
613,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6.09,Italy
614,8.2,0.39,0.38,1.5,0.05799999999999999,10,29,0.9962,3.26,0.74,9.8,4.78,Italy
615,9.2,0.755,0.18,2.2,0.14800000000000002,10,103,0.9969,2.87,1.36,10.2,6.1,Australia
616,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,4.78,Italy
617,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5.22,USA
618,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6.5,Spain
619,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5.44,Australia
620,11.3,0.37,0.41,2.3,0.08800000000000001,6,16,0.9988,3.09,0.8,9.3,5.13,USA
621,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5.3,Australia
622,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,4.85,Australia
623,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,4.61,France
624,7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,5.67,USA
625,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.45,Italy
626,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.47,Spain
627,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,4.65,France
628,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5.13,Spain
629,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6.2,Italy
630,7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5.04,USA
631,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6.07,Italy
632,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,4.85,Australia
633,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,5.86,USA
634,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4.15,USA
635,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5.19,Italy
636,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,4.78,Australia
637,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,4.7,Italy
638,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5.36,Australia
639,7.7,0.915,0.12,2.2,0.14300000000000002,7,23,0.9964,3.35,0.65,10.2,7.25,France
640,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6.05,Italy
641,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5.3,Spain
642,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,4.7,Italy
643,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.64,Australia
644,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5.02,France
645,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.63,Australia
646,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7.23,Australia
647,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,4.55,France
648,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4.17,USA
649,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7.1,Italy
650,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6.25,USA
651,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,4.59,Spain
652,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5.26,France
653,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,4.75,France
654,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6.08,Italy
655,8.6,0.47,0.47,2.4,0.07400000000000001,7,29,0.9979,3.08,0.46,9.5,5.47,Australia
656,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5.47,Spain
657,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,4.61,France
658,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7.14,Australia
659,7.2,0.52,0.07,1.4,0.07400000000000001,5,20,0.9973,3.32,0.81,9.6,5.89,France
660,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4.0600000000000005,Italy
661,7.2,0.52,0.07,1.4,0.07400000000000001,5,20,0.9973,3.32,0.81,9.6,5.76,Italy
662,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,4.94,France
663,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,5.92,Australia
664,10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6.34,Italy
665,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,4.82,USA
666,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5.37,Italy
667,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,5.58,France
668,11.3,0.34,0.45,2,0.08199999999999999,6,15,0.9988,2.94,0.66,9.2,5.53,France
669,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,4.68,Australia
670,11.3,0.34,0.45,2,0.08199999999999999,6,15,0.9988,2.94,0.66,9.2,5.69,Italy
671,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5.1,France
672,8.2,0.73,0.21,1.7,0.07400000000000001,5,13,0.9968,3.2,0.52,9.5,4.98,Italy
673,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,4.88,Spain
674,8.2,0.73,0.21,1.7,0.07400000000000001,5,13,0.9968,3.2,0.52,9.5,5.26,USA
675,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.21,USA
676,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,4.93,Italy
677,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.46,Spain
678,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,4.8,Spain
679,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,4.55,Italy
680,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5.15,Spain
681,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,4.92,Australia
682,8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6.48,USA
683,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,4.64,Spain
684,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.42,Australia
685,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5.49,Spain
686,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,4.86,France
687,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5.4,Italy
688,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5.14,USA
689,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5.32,USA
690,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5.36,France
691,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,2.97,France
692,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5.38,Spain
693,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,4.98,USA
694,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,4.88,USA
695,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,4.75,USA
696,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,5.84,Australia
697,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.21,France
698,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.16,Spain
699,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5.47,France
700,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,5.76,Spain
701,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,5.8,Australia
702,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.33,Australia
703,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6.04,Spain
704,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4.2,Australia
705,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4.2,Spain
706,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,4.92,Australia
707,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,4.71,Italy
708,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,4.66,USA
709,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,5.82,USA
710,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,5.91,Italy
711,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,4.96,USA
712,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5.42,Italy
713,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,4.78,France
714,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5.09,Australia
715,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,4.78,Spain
716,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6.1,Australia
717,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,4.78,Australia
718,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5.22,Australia
719,8.4,0.56,0.04,2,0.08199999999999999,10,22,0.9976,3.22,0.44,9.6,5.5,Australia
720,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5.44,USA
721,8.4,0.56,0.04,2,0.08199999999999999,10,22,0.9976,3.22,0.44,9.6,5.13,Australia
722,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5.3,USA
723,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,4.85,USA
724,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,4.61,Australia
725,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,3.67,Italy
726,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5.45,USA
727,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6.47,France
728,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,4.65,Spain
729,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.13,France
730,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6.2,France
731,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5.04,Spain
732,8.9,0.875,0.13,3.45,0.08800000000000001,4,14,0.9994,3.44,0.52,11.5,5.07,France
733,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,4.85,Australia
734,7,0.45,0.34,2.7,0.08199999999999999,16,72,0.998,3.55,0.6,9.5,4.86,Australia
735,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5.15,Italy
736,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5.19,France
737,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,4.78,Italy
738,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,5.7,France
739,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5.36,USA
740,9,0.69,0,2.4,0.08800000000000001,19,38,0.999,3.35,0.6,9.3,5.25,France
741,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6.05,Spain
742,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5.3,France
743,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,4.7,Italy
744,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,4.64,USA
745,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5.02,Italy
746,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,5.63,Spain
747,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6.23,France
748,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,4.55,Australia
749,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6.17,Spain
750,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6.1,Australia
751,8.3,0.65,0.1,2.9,0.08900000000000001,17,40,0.99803,3.29,0.55,9.5,5.25,Italy
752,8.3,0.65,0.1,2.9,0.08900000000000001,17,40,0.99803,3.29,0.55,9.5,4.59,USA
753,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5.26,Spain
754,8.3,0.65,0.1,2.9,0.08900000000000001,17,40,0.99803,3.29,0.55,9.5,4.75,Spain
755,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6.08,Italy
756,7.8,0.91,0.07,1.9,0.05799999999999999,22,47,0.99525,3.51,0.43,10.7,6.47,USA
757,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6.47,Australia
758,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,4.61,Spain
759,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.14,Australia
760,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,4.89,Italy
761,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5.0600000000000005,France
762,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,4.76,France
763,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,5.94,Italy
764,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,4.92,France
765,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6.34,France
766,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,5.82,USA
767,8.8,0.59,0.18,2.9,0.08900000000000001,12,74,0.99738,3.14,0.54,9.4,5.37,Australia
768,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,4.58,USA
769,7.1,0.59,0.02,2.3,0.08199999999999999,24,94,0.99744,3.55,0.53,9.7,5.53,Australia
770,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,4.68,USA
771,7.1,0.59,0.02,2.3,0.08199999999999999,24,94,0.99744,3.55,0.53,9.7,5.69,USA
772,9.4,0.685,0.26,2.4,0.08199999999999999,23,143,0.9978,3.28,0.55,9.4,5.1,USA
773,9.5,0.57,0.27,2.3,0.08199999999999999,23,144,0.99782,3.27,0.55,9.4,4.98,Italy
774,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,5.88,Spain
775,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6.26,France
776,7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5.21,USA
777,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,5.93,Italy
778,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6.46,Spain
779,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,4.8,USA
780,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,4.55,France
781,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6.15,USA
782,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,4.92,Spain
783,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5.48,Spain
784,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,4.64,USA
785,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5.42,Spain
786,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5.49,Spain
787,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,4.86,Italy
788,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6.4,France
789,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6.14,USA
790,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5.32,Australia
791,7.4,0.37,0.43,2.6,0.08199999999999999,18,82,0.99708,3.33,0.68,9.7,6.36,Spain
792,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,4.97,USA
793,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6.38,France
794,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,4.98,Australia
795,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,5.88,France
796,10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,4.75,Australia
797,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,4.84,France
798,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7.21,Australia
799,9.4,0.5,0.34,3.6,0.08199999999999999,5,14,0.9987,3.29,0.52,10.7,6.16,Italy
800,9.4,0.5,0.34,3.6,0.08199999999999999,5,14,0.9987,3.29,0.52,10.7,6.47,France
801,7.2,0.61,0.08,4,0.08199999999999999,26,108,0.99641,3.25,0.51,9.4,4.76,Spain
802,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,4.8,USA
803,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7.33,Spain
804,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6.04,Spain
805,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6.2,Italy
806,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7.2,Spain
807,8.4,0.25,0.39,2,0.04099999999999999,4,10,0.99386,3.27,0.71,12.5,6.92,Spain
808,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,6.71,Australia
809,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,4.66,USA
810,7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,5.82,Italy
811,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,4.91,Italy
812,12.9,0.5,0.55,2.8,0.07200000000000001,7,24,1.00012,3.09,0.68,10.9,5.96,Spain
813,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.42,USA
814,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,3.7800000000000002,USA
815,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6.09,Italy
816,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,4.78,France
817,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6.1,USA
818,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,5.78,Spain
819,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5.22,USA
820,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5.5,Italy
821,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5.44,USA
822,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7.13,USA
823,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5.3,Italy
824,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,4.85,USA
825,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,4.61,Australia
826,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,4.67,Australia
827,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7.45,France
828,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.47,Australia
829,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,7.65,USA
