Quarter,Year,Quarter_single,HBName,AdmissionType,SIMD,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay
2022Q1,2022,Q1,NHS Borders,Emergency Inpatients,1,155,566,3.651612903,158,1592,10.07594937
2022Q2,2022,Q2,NHS Borders,Emergency Inpatients,1,158,515,3.259493671,156,1152,7.384615385
2022Q3,2022,Q3,NHS Borders,Emergency Inpatients,1,178,526,2.95505618,172,1095,6.36627907
2022Q4,2022,Q4,NHS Borders,Emergency Inpatients,1,144,408,2.833333333,146,1191,8.157534247
2017Q4,2017,Q4,NHS Borders,Emergency Inpatients,2,542,1625,2.998154982,539,4330,8.033395176
2018Q1,2018,Q1,NHS Borders,Emergency Inpatients,2,465,1474,3.169892473,466,3657,7.847639485
2018Q2,2018,Q2,NHS Borders,Emergency Inpatients,2,528,1333,2.524621212,524,3395,6.479007634
2018Q3,2018,Q3,NHS Borders,Emergency Inpatients,2,513,1252,2.440545809,511,4450,8.708414873
2018Q4,2018,Q4,NHS Borders,Emergency Inpatients,2,526,1397,2.6558935360000002,526,3361,6.38973384
2019Q1,2019,Q1,NHS Borders,Emergency Inpatients,2,535,1295,2.420560748,534,3382,6.333333333
2019Q2,2019,Q2,NHS Borders,Emergency Inpatients,2,510,1252,2.454901961,508,3105,6.112204724
2019Q3,2019,Q3,NHS Borders,Emergency Inpatients,2,549,1294,2.35701275,539,3075,5.705009276
2019Q4,2019,Q4,NHS Borders,Emergency Inpatients,2,566,1337,2.3621908129999998,560,3693,6.594642857
2020Q1,2020,Q1,NHS Borders,Emergency Inpatients,2,450,1217,2.704444444,462,3444,7.454545455
2020Q2,2020,Q2,NHS Borders,Emergency Inpatients,2,373,754,2.021447721,367,2245,6.117166213
2020Q3,2020,Q3,NHS Borders,Emergency Inpatients,2,443,1106,2.496613995,445,2654,5.964044944
2020Q4,2020,Q4,NHS Borders,Emergency Inpatients,2,443,1244,2.808126411,440,2912,6.618181818
2021Q1,2021,Q1,NHS Borders,Emergency Inpatients,2,399,1191,2.984962406,397,3051,7.685138539
2021Q2,2021,Q2,NHS Borders,Emergency Inpatients,2,461,1461,3.169197397,453,3195,7.052980132
2021Q3,2021,Q3,NHS Borders,Emergency Inpatients,2,397,1239,3.120906801,408,3324,8.147058824
2021Q4,2021,Q4,NHS Borders,Emergency Inpatients,2,407,1212,2.977886978,389,3493,8.979434447
2022Q1,2022,Q1,NHS Borders,Emergency Inpatients,2,349,1228,3.518624642,358,3416,9.541899441
2022Q2,2022,Q2,NHS Borders,Emergency Inpatients,2,376,1314,3.494680851,379,3665,9.670184697
2022Q3,2022,Q3,NHS Borders,Emergency Inpatients,2,397,1330,3.350125945,391,3133,8.012787724
2022Q4,2022,Q4,NHS Borders,Emergency Inpatients,2,438,1599,3.650684932,431,3693,8.568445476
2017Q4,2017,Q4,NHS Borders,Emergency Inpatients,3,926,2748,2.967602592,908,6749,7.432819383
2018Q1,2018,Q1,NHS Borders,Emergency Inpatients,3,964,2900,3.008298755,945,7339,7.766137566
2018Q2,2018,Q2,NHS Borders,Emergency Inpatients,3,968,2388,2.466942149,984,7229,7.346544715
2018Q3,2018,Q3,NHS Borders,Emergency Inpatients,3,947,2359,2.491024287,937,6795,7.251867663
2018Q4,2018,Q4,NHS Borders,Emergency Inpatients,3,990,2418,2.442424242,977,6319,6.467758444
2019Q1,2019,Q1,NHS Borders,Emergency Inpatients,3,948,2480,2.616033755,944,6426,6.80720339
2019Q2,2019,Q2,NHS Borders,Emergency Inpatients,3,968,2341,2.41838843,957,6513,6.805642633
2019Q3,2019,Q3,NHS Borders,Emergency Inpatients,3,954,2371,2.485324948,952,6302,6.619747899
2019Q4,2019,Q4,NHS Borders,Emergency Inpatients,3,1002,2551,2.545908184,985,5611,5.696446701
2020Q1,2020,Q1,NHS Borders,Emergency Inpatients,3,914,2439,2.668490153,923,6669,7.225352113
2020Q2,2020,Q2,NHS Borders,Emergency Inpatients,3,765,1627,2.126797386,761,4356,5.724047306
2020Q3,2020,Q3,NHS Borders,Emergency Inpatients,3,873,2164,2.478808706,862,5159,5.984918794
2020Q4,2020,Q4,NHS Borders,Emergency Inpatients,3,819,2529,3.087912088,812,5572,6.862068966
2021Q1,2021,Q1,NHS Borders,Emergency Inpatients,3,867,2839,3.274509804,854,7335,8.588992974
2021Q2,2021,Q2,NHS Borders,Emergency Inpatients,3,947,2823,2.980992608,943,6882,7.297985154
2021Q3,2021,Q3,NHS Borders,Emergency Inpatients,3,792,2190,2.765151515,799,6102,7.637046308
2021Q4,2021,Q4,NHS Borders,Emergency Inpatients,3,757,2621,3.462351387,749,6335,8.457943925
2022Q1,2022,Q1,NHS Borders,Emergency Inpatients,3,788,2760,3.502538071,760,6934,9.123684211
2022Q2,2022,Q2,NHS Borders,Emergency Inpatients,3,771,2908,3.771725032,775,7740,9.987096774
2022Q3,2022,Q3,NHS Borders,Emergency Inpatients,3,774,2865,3.701550388,786,7473,9.507633588
2022Q4,2022,Q4,NHS Borders,Emergency Inpatients,3,783,2674,3.415070243,780,6826,8.751282051
2017Q4,2017,Q4,NHS Borders,Emergency Inpatients,4,565,1683,2.978761062,560,4430,7.910714286
2018Q1,2018,Q1,NHS Borders,Emergency Inpatients,4,600,1988,3.313333333,579,5052,8.725388601
2018Q2,2018,Q2,NHS Borders,Emergency Inpatients,4,663,1783,2.689291101,660,6016,9.115151515
2018Q3,2018,Q3,NHS Borders,Emergency Inpatients,4,659,1605,2.435508346,661,5641,8.534039334
2018Q4,2018,Q4,NHS Borders,Emergency Inpatients,4,645,1713,2.655813953,638,4969,7.788401254
2019Q1,2019,Q1,NHS Borders,Emergency Inpatients,4,628,1594,2.538216561,630,4555,7.23015873
2019Q2,2019,Q2,NHS Borders,Emergency Inpatients,4,672,1748,2.601190476,651,4588,7.047619048
2019Q3,2019,Q3,NHS Borders,Emergency Inpatients,4,677,1829,2.701624815,689,5192,7.535558781
2019Q4,2019,Q4,NHS Borders,Emergency Inpatients,4,641,1696,2.645865835,635,4037,6.357480315
2020Q1,2020,Q1,NHS Borders,Emergency Inpatients,4,613,1507,2.458401305,616,4390,7.126623377
2020Q2,2020,Q2,NHS Borders,Emergency Inpatients,4,485,996,2.053608247,478,2828,5.916317992
2020Q3,2020,Q3,NHS Borders,Emergency Inpatients,4,515,1321,2.565048544,511,3091,6.048923679
2020Q4,2020,Q4,NHS Borders,Emergency Inpatients,4,545,1754,3.218348624,535,3879,7.25046729
2021Q1,2021,Q1,NHS Borders,Emergency Inpatients,4,554,1643,2.965703971,545,4185,7.678899083
2021Q2,2021,Q2,NHS Borders,Emergency Inpatients,4,637,1817,2.852433281,626,4830,7.715654952
2021Q3,2021,Q3,NHS Borders,Emergency Inpatients,4,541,1612,2.979667283,542,4356,8.036900369
2021Q4,2021,Q4,NHS Borders,Emergency Inpatients,4,527,1894,3.593927894,519,4590,8.843930636
2022Q1,2022,Q1,NHS Borders,Emergency Inpatients,4,447,1502,3.360178971,452,4256,9.415929204
2022Q2,2022,Q2,NHS Borders,Emergency Inpatients,4,548,1711,3.122262774,535,4715,8.813084112
2022Q3,2022,Q3,NHS Borders,Emergency Inpatients,4,535,2067,3.863551402,533,5934,11.13320826
2022Q4,2022,Q4,NHS Borders,Emergency Inpatients,4,519,2091,4.028901734,523,4792,9.162523901
2017Q4,2017,Q4,NHS Borders,Emergency Inpatients,5,147,346,2.353741497,143,970,6.783216783
2018Q1,2018,Q1,NHS Borders,Emergency Inpatients,5,133,450,3.383458647,136,1318,9.691176471
2018Q2,2018,Q2,NHS Borders,Emergency Inpatients,5,146,387,2.650684932,142,894,6.295774648
2018Q3,2018,Q3,NHS Borders,Emergency Inpatients,5,141,285,2.021276596,142,923,6.5
2018Q4,2018,Q4,NHS Borders,Emergency Inpatients,5,147,410,2.789115646,143,798,5.58041958
2019Q1,2019,Q1,NHS Borders,Emergency Inpatients,5,132,346,2.621212121,129,867,6.720930233
2019Q2,2019,Q2,NHS Borders,Emergency Inpatients,5,163,393,2.411042945,171,1196,6.994152047
2019Q3,2019,Q3,NHS Borders,Emergency Inpatients,5,150,327,2.18,142,737,5.190140845
2019Q4,2019,Q4,NHS Borders,Emergency Inpatients,5,158,410,2.594936709,160,934,5.8375
2020Q1,2020,Q1,NHS Borders,Emergency Inpatients,5,132,328,2.484848485,130,1003,7.715384615
2020Q2,2020,Q2,NHS Borders,Emergency Inpatients,5,119,222,1.865546218,122,732,6
2020Q3,2020,Q3,NHS Borders,Emergency Inpatients,5,144,302,2.097222222,145,774,5.337931034
2020Q4,2020,Q4,NHS Borders,Emergency Inpatients,5,144,461,3.201388889,134,753,5.619402985
2021Q1,2021,Q1,NHS Borders,Emergency Inpatients,5,118,398,3.372881356,125,1294,10.352
2021Q2,2021,Q2,NHS Borders,Emergency Inpatients,5,142,334,2.352112676,138,702,5.086956522
2021Q3,2021,Q3,NHS Borders,Emergency Inpatients,5,147,497,3.380952381,145,982,6.772413793
2021Q4,2021,Q4,NHS Borders,Emergency Inpatients,5,115,350,3.043478261,114,1149,10.07894737
2022Q1,2022,Q1,NHS Borders,Emergency Inpatients,5,136,467,3.433823529,132,1013,7.674242424
2022Q2,2022,Q2,NHS Borders,Emergency Inpatients,5,113,476,4.212389381,115,1304,11.33913043
2022Q3,2022,Q3,NHS Borders,Emergency Inpatients,5,121,314,2.595041322,121,1504,12.42975207
2022Q4,2022,Q4,NHS Borders,Emergency Inpatients,5,120,456,3.8,118,1021,8.652542373
2017Q4,2017,Q4,NHS Borders,Emergency Inpatients,NA,118,355,3.008474576,111,521,4.693693694
2018Q1,2018,Q1,NHS Borders,Emergency Inpatients,NA,78,204,2.615384615,79,559,7.075949367
2018Q2,2018,Q2,NHS Borders,Emergency Inpatients,NA,99,255,2.575757576,102,782,7.666666667
2018Q3,2018,Q3,NHS Borders,Emergency Inpatients,NA,136,277,2.036764706,135,486,3.6
2018Q4,2018,Q4,NHS Borders,Emergency Inpatients,NA,100,237,2.37,100,531,5.31
2019Q1,2019,Q1,NHS Borders,Emergency Inpatients,NA,76,174,2.289473684,79,439,5.556962025
2019Q2,2019,Q2,NHS Borders,Emergency Inpatients,NA,105,260,2.476190476,103,499,4.844660194
2019Q3,2019,Q3,NHS Borders,Emergency Inpatients,NA,117,300,2.564102564,118,476,4.033898305
2019Q4,2019,Q4,NHS Borders,Emergency Inpatients,NA,96,241,2.510416667,94,584,6.212765957
2020Q1,2020,Q1,NHS Borders,Emergency Inpatients,NA,79,207,2.620253165,79,418,5.291139241
2020Q2,2020,Q2,NHS Borders,Emergency Inpatients,NA,41,87,2.12195122,43,278,6.465116279
2020Q3,2020,Q3,NHS Borders,Emergency Inpatients,NA,81,194,2.395061728,80,381,4.7625
2020Q4,2020,Q4,NHS Borders,Emergency Inpatients,NA,58,171,2.948275862,61,325,5.327868852
2021Q1,2021,Q1,NHS Borders,Emergency Inpatients,NA,44,132,3,43,191,4.441860465
2021Q2,2021,Q2,NHS Borders,Emergency Inpatients,NA,77,239,3.103896104,74,510,6.891891892
2021Q3,2021,Q3,NHS Borders,Emergency Inpatients,NA,86,190,2.209302326,85,494,5.811764706
2021Q4,2021,Q4,NHS Borders,Emergency Inpatients,NA,56,170,3.035714286,54,414,7.666666667
2022Q1,2022,Q1,NHS Borders,Emergency Inpatients,NA,51,191,3.745098039,55,607,11.03636364
2022Q2,2022,Q2,NHS Borders,Emergency Inpatients,NA,66,184,2.787878788,65,428,6.584615385
2022Q3,2022,Q3,NHS Borders,Emergency Inpatients,NA,75,208,2.773333333,76,356,4.684210526
2022Q4,2022,Q4,NHS Borders,Emergency Inpatients,NA,41,110,2.682926829,39,363,9.307692308
2017Q4,2017,Q4,NHS Dumfries and Galloway,Emergency Inpatients,1,367,509,1.386920981,359,2232,6.217270195
2018Q1,2018,Q1,NHS Dumfries and Galloway,Emergency Inpatients,1,387,678,1.751937984,393,2863,7.284987277
2018Q2,2018,Q2,NHS Dumfries and Galloway,Emergency Inpatients,1,379,593,1.564643799,372,2192,5.892473118
2018Q3,2018,Q3,NHS Dumfries and Galloway,Emergency Inpatients,1,377,496,1.315649867,379,2665,7.031662269
2018Q4,2018,Q4,NHS Dumfries and Galloway,Emergency Inpatients,1,394,538,1.365482234,379,2189,5.775725594
2019Q1,2019,Q1,NHS Dumfries and Galloway,Emergency Inpatients,1,383,457,1.193211488,377,2683,7.116710875
2019Q2,2019,Q2,NHS Dumfries and Galloway,Emergency Inpatients,1,418,570,1.363636364,422,3036,7.194312796
2019Q3,2019,Q3,NHS Dumfries and Galloway,Emergency Inpatients,1,408,616,1.509803922,405,3052,7.535802469
2019Q4,2019,Q4,NHS Dumfries and Galloway,Emergency Inpatients,1,393,552,1.404580153,386,2322,6.015544041
2020Q1,2020,Q1,NHS Dumfries and Galloway,Emergency Inpatients,1,339,459,1.353982301,354,3876,10.94915254
2020Q2,2020,Q2,NHS Dumfries and Galloway,Emergency Inpatients,1,312,364,1.166666667,297,1518,5.111111111
2020Q3,2020,Q3,NHS Dumfries and Galloway,Emergency Inpatients,1,349,554,1.58739255,347,2587,7.455331412
2020Q4,2020,Q4,NHS Dumfries and Galloway,Emergency Inpatients,1,356,376,1.056179775,360,2315,6.430555556
2021Q1,2021,Q1,NHS Dumfries and Galloway,Emergency Inpatients,1,323,403,1.247678019,322,2258,7.01242236
2021Q2,2021,Q2,NHS Dumfries and Galloway,Emergency Inpatients,1,405,567,1.4,389,2391,6.146529563
2021Q3,2021,Q3,NHS Dumfries and Galloway,Emergency Inpatients,1,424,692,1.632075472,431,2994,6.946635731
2021Q4,2021,Q4,NHS Dumfries and Galloway,Emergency Inpatients,1,303,660,2.178217822,309,2880,9.32038835
2022Q1,2022,Q1,NHS Dumfries and Galloway,Emergency Inpatients,1,334,774,2.317365269,322,2231,6.928571429
2022Q2,2022,Q2,NHS Dumfries and Galloway,Emergency Inpatients,1,346,572,1.653179191,346,3050,8.815028902
2022Q3,2022,Q3,NHS Dumfries and Galloway,Emergency Inpatients,1,337,716,2.12462908,337,3433,10.18694362
2022Q4,2022,Q4,NHS Dumfries and Galloway,Emergency Inpatients,1,294,636,2.163265306,287,2315,8.066202091
2017Q4,2017,Q4,NHS Dumfries and Galloway,Emergency Inpatients,2,877,1427,1.62713797,870,8670,9.965517241
2018Q1,2018,Q1,NHS Dumfries and Galloway,Emergency Inpatients,2,931,1485,1.595059076,923,7871,8.527627302
2018Q2,2018,Q2,NHS Dumfries and Galloway,Emergency Inpatients,2,859,1344,1.564610012,837,7518,8.982078853
2018Q3,2018,Q3,NHS Dumfries and Galloway,Emergency Inpatients,2,869,1439,1.655926352,860,8027,9.33372093
2018Q4,2018,Q4,NHS Dumfries and Galloway,Emergency Inpatients,2,933,1428,1.530546624,925,7351,7.947027027
2019Q1,2019,Q1,NHS Dumfries and Galloway,Emergency Inpatients,2,909,1363,1.499449945,912,8240,9.035087719
2019Q2,2019,Q2,NHS Dumfries and Galloway,Emergency Inpatients,2,929,1551,1.669537137,906,7787,8.594922737
2019Q3,2019,Q3,NHS Dumfries and Galloway,Emergency Inpatients,2,945,1537,1.626455026,939,7948,8.464323749
2019Q4,2019,Q4,NHS Dumfries and Galloway,Emergency Inpatients,2,906,1517,1.674392936,908,8338,9.182819383
2020Q1,2020,Q1,NHS Dumfries and Galloway,Emergency Inpatients,2,859,1413,1.644935972,889,9179,10.32508436
2020Q2,2020,Q2,NHS Dumfries and Galloway,Emergency Inpatients,2,694,1179,1.698847262,665,4654,6.998496241
2020Q3,2020,Q3,NHS Dumfries and Galloway,Emergency Inpatients,2,813,1490,1.832718327,798,7154,8.964912281
2020Q4,2020,Q4,NHS Dumfries and Galloway,Emergency Inpatients,2,865,1396,1.613872832,864,6565,7.59837963
2021Q1,2021,Q1,NHS Dumfries and Galloway,Emergency Inpatients,2,883,1386,1.569648924,873,6894,7.896907216
2021Q2,2021,Q2,NHS Dumfries and Galloway,Emergency Inpatients,2,938,1340,1.428571429,936,7415,7.922008547
2021Q3,2021,Q3,NHS Dumfries and Galloway,Emergency Inpatients,2,856,1600,1.869158879,852,6620,7.769953052
2021Q4,2021,Q4,NHS Dumfries and Galloway,Emergency Inpatients,2,812,1770,2.179802956,790,6712,8.496202532
2022Q1,2022,Q1,NHS Dumfries and Galloway,Emergency Inpatients,2,826,1518,1.837772397,835,7110,8.51497006
2022Q2,2022,Q2,NHS Dumfries and Galloway,Emergency Inpatients,2,859,1890,2.200232829,845,7504,8.880473373
2022Q3,2022,Q3,NHS Dumfries and Galloway,Emergency Inpatients,2,730,1757,2.406849315,724,6288,8.685082873
2022Q4,2022,Q4,NHS Dumfries and Galloway,Emergency Inpatients,2,772,1692,2.191709845,769,8305,10.79973992
2017Q4,2017,Q4,NHS Dumfries and Galloway,Emergency Inpatients,3,1399,2433,1.739099357,1355,12154,8.969741697
2018Q1,2018,Q1,NHS Dumfries and Galloway,Emergency Inpatients,3,1463,2393,1.635680109,1467,13678,9.323790048
2018Q2,2018,Q2,NHS Dumfries and Galloway,Emergency Inpatients,3,1345,2119,1.575464684,1346,11807,8.77191679
2018Q3,2018,Q3,NHS Dumfries and Galloway,Emergency Inpatients,3,1350,2086,1.545185185,1330,11256,8.463157895
2018Q4,2018,Q4,NHS Dumfries and Galloway,Emergency Inpatients,3,1313,2178,1.658796649,1292,12117,9.378482972
2019Q1,2019,Q1,NHS Dumfries and Galloway,Emergency Inpatients,3,1366,2478,1.814055637,1341,12816,9.55704698
2019Q2,2019,Q2,NHS Dumfries and Galloway,Emergency Inpatients,3,1451,2319,1.598208132,1458,13712,9.404663923
2019Q3,2019,Q3,NHS Dumfries and Galloway,Emergency Inpatients,3,1298,2336,1.799691834,1294,12445,9.617465224
2019Q4,2019,Q4,NHS Dumfries and Galloway,Emergency Inpatients,3,1442,2743,1.90221914,1445,13511,9.35017301
2020Q1,2020,Q1,NHS Dumfries and Galloway,Emergency Inpatients,3,1343,2398,1.785554728,1374,14967,10.8930131
2020Q2,2020,Q2,NHS Dumfries and Galloway,Emergency Inpatients,3,1053,1751,1.662867996,1029,8583,8.341107872
2020Q3,2020,Q3,NHS Dumfries and Galloway,Emergency Inpatients,3,1350,2317,1.716296296,1350,10479,7.762222222
2020Q4,2020,Q4,NHS Dumfries and Galloway,Emergency Inpatients,3,1321,2141,1.620741862,1319,11259,8.53601213
2021Q1,2021,Q1,NHS Dumfries and Galloway,Emergency Inpatients,3,1258,2262,1.79809221,1239,11035,8.90637611
2021Q2,2021,Q2,NHS Dumfries and Galloway,Emergency Inpatients,3,1379,2170,1.573604061,1373,10705,7.796795339
2021Q3,2021,Q3,NHS Dumfries and Galloway,Emergency Inpatients,3,1279,2595,2.028928851,1254,10273,8.192185008
2021Q4,2021,Q4,NHS Dumfries and Galloway,Emergency Inpatients,3,1317,2844,2.159453303,1331,12788,9.607813674
2022Q1,2022,Q1,NHS Dumfries and Galloway,Emergency Inpatients,3,1276,2784,2.181818182,1273,11693,9.185388845
2022Q2,2022,Q2,NHS Dumfries and Galloway,Emergency Inpatients,3,1309,2899,2.214667685,1303,11543,8.858787414
2022Q3,2022,Q3,NHS Dumfries and Galloway,Emergency Inpatients,3,1300,3266,2.512307692,1292,12522,9.691950464
2022Q4,2022,Q4,NHS Dumfries and Galloway,Emergency Inpatients,3,1274,3228,2.533751962,1263,11931,9.446555819
2017Q4,2017,Q4,NHS Dumfries and Galloway,Emergency Inpatients,4,510,901,1.766666667,511,4253,8.322896282
2018Q1,2018,Q1,NHS Dumfries and Galloway,Emergency Inpatients,4,504,768,1.523809524,503,4893,9.727634195
2018Q2,2018,Q2,NHS Dumfries and Galloway,Emergency Inpatients,4,543,834,1.535911602,538,4396,8.171003717
2018Q3,2018,Q3,NHS Dumfries and Galloway,Emergency Inpatients,4,550,812,1.476363636,539,4914,9.116883117
2018Q4,2018,Q4,NHS Dumfries and Galloway,Emergency Inpatients,4,546,963,1.763736264,546,5338,9.776556777
2019Q1,2019,Q1,NHS Dumfries and Galloway,Emergency Inpatients,4,556,910,1.636690647,557,4881,8.763016158
2019Q2,2019,Q2,NHS Dumfries and Galloway,Emergency Inpatients,4,556,1019,1.832733813,546,5217,9.554945055
2019Q3,2019,Q3,NHS Dumfries and Galloway,Emergency Inpatients,4,533,940,1.763602251,540,5582,10.33703704
2019Q4,2019,Q4,NHS Dumfries and Galloway,Emergency Inpatients,4,609,958,1.573070608,588,5032,8.557823129
2020Q1,2020,Q1,NHS Dumfries and Galloway,Emergency Inpatients,4,498,1179,2.36746988,520,5998,11.53461538
2020Q2,2020,Q2,NHS Dumfries and Galloway,Emergency Inpatients,4,427,759,1.777517564,424,3608,8.509433962
2020Q3,2020,Q3,NHS Dumfries and Galloway,Emergency Inpatients,4,509,924,1.815324165,499,3811,7.637274549
2020Q4,2020,Q4,NHS Dumfries and Galloway,Emergency Inpatients,4,493,802,1.626774848,490,3440,7.020408163
2021Q1,2021,Q1,NHS Dumfries and Galloway,Emergency Inpatients,4,488,840,1.721311475,493,4657,9.446247465
2021Q2,2021,Q2,NHS Dumfries and Galloway,Emergency Inpatients,4,562,783,1.393238434,542,4057,7.485239852
2021Q3,2021,Q3,NHS Dumfries and Galloway,Emergency Inpatients,4,516,1046,2.027131783,519,5011,9.655105973
2021Q4,2021,Q4,NHS Dumfries and Galloway,Emergency Inpatients,4,519,1229,2.368015414,517,5571,10.77562863
2022Q1,2022,Q1,NHS Dumfries and Galloway,Emergency Inpatients,4,529,1465,2.769376181,522,4971,9.522988506
2022Q2,2022,Q2,NHS Dumfries and Galloway,Emergency Inpatients,4,546,1151,2.108058608,541,5121,9.465804067
2022Q3,2022,Q3,NHS Dumfries and Galloway,Emergency Inpatients,4,495,1257,2.539393939,503,6167,12.26043738
2022Q4,2022,Q4,NHS Dumfries and Galloway,Emergency Inpatients,4,506,1109,2.191699605,504,4479,8.886904762
2017Q4,2017,Q4,NHS Dumfries and Galloway,Emergency Inpatients,5,244,305,1.25,238,1547,6.5
2018Q1,2018,Q1,NHS Dumfries and Galloway,Emergency Inpatients,5,249,386,1.550200803,244,1982,8.12295082
2018Q2,2018,Q2,NHS Dumfries and Galloway,Emergency Inpatients,5,266,430,1.616541353,265,2081,7.852830189
2018Q3,2018,Q3,NHS Dumfries and Galloway,Emergency Inpatients,5,260,452,1.738461538,259,2041,7.88030888
2018Q4,2018,Q4,NHS Dumfries and Galloway,Emergency Inpatients,5,262,445,1.698473282,259,2230,8.61003861
2019Q1,2019,Q1,NHS Dumfries and Galloway,Emergency Inpatients,5,241,386,1.601659751,240,2034,8.475
2019Q2,2019,Q2,NHS Dumfries and Galloway,Emergency Inpatients,5,243,301,1.238683128,244,1768,7.245901639
2019Q3,2019,Q3,NHS Dumfries and Galloway,Emergency Inpatients,5,231,367,1.588744589,223,1792,8.035874439
2019Q4,2019,Q4,NHS Dumfries and Galloway,Emergency Inpatients,5,260,510,1.961538462,259,1982,7.652509653
2020Q1,2020,Q1,NHS Dumfries and Galloway,Emergency Inpatients,5,244,487,1.995901639,255,3265,12.80392157
2020Q2,2020,Q2,NHS Dumfries and Galloway,Emergency Inpatients,5,186,296,1.591397849,181,1535,8.480662983
2020Q3,2020,Q3,NHS Dumfries and Galloway,Emergency Inpatients,5,228,294,1.289473684,228,1566,6.868421053
2020Q4,2020,Q4,NHS Dumfries and Galloway,Emergency Inpatients,5,216,303,1.402777778,211,1245,5.900473934
2021Q1,2021,Q1,NHS Dumfries and Galloway,Emergency Inpatients,5,219,345,1.575342466,222,1806,8.135135135
2021Q2,2021,Q2,NHS Dumfries and Galloway,Emergency Inpatients,5,276,328,1.188405797,270,1354,5.014814815
2021Q3,2021,Q3,NHS Dumfries and Galloway,Emergency Inpatients,5,256,374,1.4609375,258,2522,9.775193798
2021Q4,2021,Q4,NHS Dumfries and Galloway,Emergency Inpatients,5,275,714,2.596363636,270,2195,8.12962963
2022Q1,2022,Q1,NHS Dumfries and Galloway,Emergency Inpatients,5,268,515,1.921641791,270,2224,8.237037037
2022Q2,2022,Q2,NHS Dumfries and Galloway,Emergency Inpatients,5,248,616,2.483870968,248,1921,7.745967742
2022Q3,2022,Q3,NHS Dumfries and Galloway,Emergency Inpatients,5,264,843,3.193181818,255,2509,9.839215686
2022Q4,2022,Q4,NHS Dumfries and Galloway,Emergency Inpatients,5,280,823,2.939285714,275,2473,8.992727273
2017Q4,2017,Q4,NHS Dumfries and Galloway,Emergency Inpatients,NA,59,80,1.355932203,58,223,3.844827586
2018Q1,2018,Q1,NHS Dumfries and Galloway,Emergency Inpatients,NA,40,86,2.15,45,192,4.266666667
2018Q2,2018,Q2,NHS Dumfries and Galloway,Emergency Inpatients,NA,84,122,1.452380952,80,285,3.5625
2018Q3,2018,Q3,NHS Dumfries and Galloway,Emergency Inpatients,NA,106,183,1.726415094,105,354,3.371428571
2018Q4,2018,Q4,NHS Dumfries and Galloway,Emergency Inpatients,NA,49,92,1.87755102,50,278,5.56
2019Q1,2019,Q1,NHS Dumfries and Galloway,Emergency Inpatients,NA,47,73,1.553191489,43,447,10.39534884
2019Q2,2019,Q2,NHS Dumfries and Galloway,Emergency Inpatients,NA,82,135,1.646341463,87,647,7.436781609
2019Q3,2019,Q3,NHS Dumfries and Galloway,Emergency Inpatients,NA,79,90,1.139240506,78,295,3.782051282
2019Q4,2019,Q4,NHS Dumfries and Galloway,Emergency Inpatients,NA,66,107,1.621212121,65,240,3.692307692
2020Q1,2020,Q1,NHS Dumfries and Galloway,Emergency Inpatients,NA,39,98,2.512820513,40,195,4.875
2020Q2,2020,Q2,NHS Dumfries and Galloway,Emergency Inpatients,NA,14,9,0.642857143,15,50,3.333333333
2020Q3,2020,Q3,NHS Dumfries and Galloway,Emergency Inpatients,NA,60,102,1.7,55,235,4.272727273
2020Q4,2020,Q4,NHS Dumfries and Galloway,Emergency Inpatients,NA,33,38,1.151515152,35,153,4.371428571
2021Q1,2021,Q1,NHS Dumfries and Galloway,Emergency Inpatients,NA,18,28,1.555555556,17,66,3.882352941
2021Q2,2021,Q2,NHS Dumfries and Galloway,Emergency Inpatients,NA,60,112,1.866666667,58,202,3.482758621
2021Q3,2021,Q3,NHS Dumfries and Galloway,Emergency Inpatients,NA,89,180,2.02247191,90,339,3.766666667
2021Q4,2021,Q4,NHS Dumfries and Galloway,Emergency Inpatients,NA,52,96,1.846153846,55,210,3.818181818
2022Q1,2022,Q1,NHS Dumfries and Galloway,Emergency Inpatients,NA,38,66,1.736842105,37,146,3.945945946
2022Q2,2022,Q2,NHS Dumfries and Galloway,Emergency Inpatients,NA,53,102,1.924528302,55,303,5.509090909
2022Q3,2022,Q3,NHS Dumfries and Galloway,Emergency Inpatients,NA,82,157,1.914634146,80,371,4.6375
2022Q4,2022,Q4,NHS Dumfries and Galloway,Emergency Inpatients,NA,43,138,3.209302326,43,247,5.744186047
2017Q4,2017,Q4,NHS Fife,Emergency Inpatients,1,2018,2708,1.341922696,1975,12000,6.075949367
2018Q1,2018,Q1,NHS Fife,Emergency Inpatients,1,2034,2812,1.382497542,2035,14445,7.098280098
2018Q2,2018,Q2,NHS Fife,Emergency Inpatients,1,2123,2582,1.216203486,2123,14369,6.768252473
2018Q3,2018,Q3,NHS Fife,Emergency Inpatients,1,2005,2667,1.330174564,1965,13061,6.646819338
2018Q4,2018,Q4,NHS Fife,Emergency Inpatients,1,2024,2638,1.303359684,2033,15252,7.502213478
2019Q1,2019,Q1,NHS Fife,Emergency Inpatients,1,2118,2806,1.32483475,2103,13529,6.43319068
2019Q2,2019,Q2,NHS Fife,Emergency Inpatients,1,2082,2558,1.228626321,2066,12960,6.272991288
2019Q3,2019,Q3,NHS Fife,Emergency Inpatients,1,2192,2797,1.27600365,2168,14248,6.57195572
