Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2017Q4,,SB0801,,D102H,,Transfers,,2,,502,1717,3.420318725,,0,0,,z
2018Q1,,SB0801,,D102H,,Transfers,,2,,442,1555,3.518099548,,0,0,,z
2018Q2,,SB0801,,D102H,,Transfers,,2,,503,1383,2.749502982,,0,0,,z
2018Q3,,SB0801,,D102H,,Transfers,,2,,497,1521,3.060362173,,0,0,,z
2018Q4,,SB0801,,D102H,,Transfers,,2,,441,1398,3.170068027,,0,0,,z
2019Q1,,SB0801,,D102H,,Transfers,,2,,447,1381,3.089485459,,0,0,,z
2019Q2,,SB0801,,D102H,,Transfers,,2,,486,1595,3.281893004,,0,0,,z
2019Q3,,SB0801,,D102H,,Transfers,,2,,529,1655,3.128544423,,0,0,,z
2019Q4,,SB0801,,D102H,,Transfers,,2,,505,1638,3.243564356,,0,0,,z
2020Q1,,SB0801,,D102H,,Transfers,,2,,441,1342,3.0430839,,0,0,,z
2020Q2,,SB0801,,D102H,,Transfers,,2,,355,1219,3.433802817,,0,0,,z
2020Q3,,SB0801,,D102H,,Transfers,,2,,489,1501,3.069529652,,0,0,,z
2020Q4,,SB0801,,D102H,,Transfers,,2,,379,1241,3.274406332,,0,0,,z
2021Q1,,SB0801,,D102H,,Transfers,,2,,439,1628,3.708428246,,0,0,,z
2021Q2,,SB0801,,D102H,,Transfers,,2,,464,1731,3.730603448,,0,0,,z
2021Q3,,SB0801,,D102H,,Transfers,,2,,443,1865,4.20993228,,0,0,,z
2021Q4,,SB0801,,D102H,,Transfers,,2,,483,1625,3.364389234,,0,0,,z
2022Q1,,SB0801,,D102H,,Transfers,,2,,430,1600,3.720930233,,0,0,,z
2022Q2,,SB0801,,D102H,,Transfers,,2,,479,1701,3.551148225,,0,0,,z
2022Q3,,SB0801,,D102H,,Transfers,,2,,420,1536,3.657142857,,0,0,,z
2022Q4,p,SB0801,,D102H,,Transfers,,2,,414,1606,3.879227053,,0,0,,z
2017Q4,,SB0801,,D102H,,Transfers,,3,,396,1280,3.232323232,,0,0,,z
2018Q1,,SB0801,,D102H,,Transfers,,3,,441,1291,2.927437642,,0,0,,z
2018Q2,,SB0801,,D102H,,Transfers,,3,,424,1267,2.988207547,,0,0,,z
2018Q3,,SB0801,,D102H,,Transfers,,3,,493,1374,2.787018256,,0,0,,z
2018Q4,,SB0801,,D102H,,Transfers,,3,,378,1479,3.912698413,,0,0,,z
2019Q1,,SB0801,,D102H,,Transfers,,3,,335,1019,3.041791045,,0,0,,z
2019Q2,,SB0801,,D102H,,Transfers,,3,,415,1304,3.142168675,,0,0,,z
2019Q3,,SB0801,,D102H,,Transfers,,3,,452,1530,3.384955752,,0,0,,z
2019Q4,,SB0801,,D102H,,Transfers,,3,,453,1343,2.964679912,,0,0,,z
2020Q1,,SB0801,,D102H,,Transfers,,3,,418,1426,3.411483254,,0,0,,z
2020Q2,,SB0801,,D102H,,Transfers,,3,,370,1121,3.02972973,,0,0,,z
2020Q3,,SB0801,,D102H,,Transfers,,3,,406,1232,3.034482759,,0,0,,z
2020Q4,,SB0801,,D102H,,Transfers,,3,,417,1524,3.654676259,,0,0,,z
2021Q1,,SB0801,,D102H,,Transfers,,3,,398,1237,3.108040201,,0,0,,z
2021Q2,,SB0801,,D102H,,Transfers,,3,,407,1157,2.842751843,,0,0,,z
2021Q3,,SB0801,,D102H,,Transfers,,3,,391,1307,3.342710997,,0,0,,z
2021Q4,,SB0801,,D102H,,Transfers,,3,,435,1693,3.891954023,,0,0,,z
2022Q1,,SB0801,,D102H,,Transfers,,3,,403,1276,3.166253102,,0,0,,z
2022Q2,,SB0801,,D102H,,Transfers,,3,,409,1463,3.577017115,,0,0,,z
2022Q3,,SB0801,,D102H,,Transfers,,3,,320,1209,3.778125,,0,0,,z
2022Q4,p,SB0801,,D102H,,Transfers,,3,,385,1217,3.161038961,,0,0,,z
2017Q4,,SB0801,,D102H,,Transfers,,4,,301,1056,3.508305648,,0,0,,z
2018Q1,,SB0801,,D102H,,Transfers,,4,,281,971,3.455516014,,0,0,,z
2018Q2,,SB0801,,D102H,,Transfers,,4,,375,1046,2.789333333,,0,0,,z
2018Q3,,SB0801,,D102H,,Transfers,,4,,347,984,2.83573487,,0,0,,z
2018Q4,,SB0801,,D102H,,Transfers,,4,,293,870,2.969283276,,0,0,,z
2019Q1,,SB0801,,D102H,,Transfers,,4,,387,1055,2.726098191,,0,0,,z
2019Q2,,SB0801,,D102H,,Transfers,,4,,306,868,2.836601307,,0,0,,z
2019Q3,,SB0801,,D102H,,Transfers,,4,,307,889,2.895765472,,0,0,,z
2019Q4,,SB0801,,D102H,,Transfers,,4,,353,987,2.796033994,,0,0,,z
2020Q1,,SB0801,,D102H,,Transfers,,4,,341,1059,3.105571848,,0,0,,z
2020Q2,,SB0801,,D102H,,Transfers,,4,,266,1001,3.763157895,,0,0,,z
2020Q3,,SB0801,,D102H,,Transfers,,4,,351,1304,3.715099715,,0,0,,z
2020Q4,,SB0801,,D102H,,Transfers,,4,,294,1059,3.602040816,,0,0,,z
2021Q1,,SB0801,,D102H,,Transfers,,4,,262,866,3.305343511,,0,0,,z
2021Q2,,SB0801,,D102H,,Transfers,,4,,358,1170,3.268156425,,0,0,,z
2021Q3,,SB0801,,D102H,,Transfers,,4,,345,1080,3.130434783,,0,0,,z
2021Q4,,SB0801,,D102H,,Transfers,,4,,342,1311,3.833333333,,0,0,,z
2022Q1,,SB0801,,D102H,,Transfers,,4,,299,1097,3.668896321,,0,0,,z
2022Q2,,SB0801,,D102H,,Transfers,,4,,344,1154,3.354651163,,0,0,,z
2022Q3,,SB0801,,D102H,,Transfers,,4,,311,1185,3.810289389,,0,0,,z
2022Q4,p,SB0801,,D102H,,Transfers,,4,,301,1174,3.900332226,,0,0,,z
2017Q4,,SB0801,,D102H,,Transfers,,5,,253,748,2.956521739,,0,0,,z
2018Q1,,SB0801,,D102H,,Transfers,,5,,322,958,2.97515528,,0,0,,z
2018Q2,,SB0801,,D102H,,Transfers,,5,,313,826,2.638977636,,0,0,,z
2018Q3,,SB0801,,D102H,,Transfers,,5,,299,870,2.909698997,,0,0,,z
2018Q4,,SB0801,,D102H,,Transfers,,5,,318,936,2.943396226,,0,0,,z
2019Q1,,SB0801,,D102H,,Transfers,,5,,277,834,3.010830325,,0,0,,z
2019Q2,,SB0801,,D102H,,Transfers,,5,,301,851,2.827242525,,0,0,,z
2019Q3,,SB0801,,D102H,,Transfers,,5,,287,753,2.62369338,,0,0,,z
2019Q4,,SB0801,,D102H,,Transfers,,5,,313,1057,3.376996805,,0,0,,z
2020Q1,,SB0801,,D102H,,Transfers,,5,,329,896,2.723404255,,0,0,,z
2020Q2,,SB0801,,D102H,,Transfers,,5,,249,789,3.168674699,,0,0,,z
2020Q3,,SB0801,,D102H,,Transfers,,5,,326,913,2.800613497,,0,0,,z
2020Q4,,SB0801,,D102H,,Transfers,,5,,239,769,3.217573222,,0,0,,z
2021Q1,,SB0801,,D102H,,Transfers,,5,,274,790,2.883211679,,0,0,,z
2021Q2,,SB0801,,D102H,,Transfers,,5,,344,1141,3.316860465,,0,0,,z
2021Q3,,SB0801,,D102H,,Transfers,,5,,308,1072,3.480519481,,0,0,,z
2021Q4,,SB0801,,D102H,,Transfers,,5,,298,1220,4.093959732,,0,0,,z
2022Q1,,SB0801,,D102H,,Transfers,,5,,322,1074,3.335403727,,0,0,,z
2022Q2,,SB0801,,D102H,,Transfers,,5,,264,982,3.71969697,,0,0,,z
2022Q3,,SB0801,,D102H,,Transfers,,5,,267,1054,3.947565543,,0,0,,z
2022Q4,p,SB0801,,D102H,,Transfers,,5,,294,998,3.394557823,,0,0,,z
2017Q4,,SB0801,,D102H,,Transfers,,,:,5,5,1,,0,0,,z
2018Q1,,SB0801,,D102H,,Transfers,,,:,10,31,3.1,,0,0,,z
2018Q2,,SB0801,,D102H,,Transfers,,,:,11,79,7.181818182,,0,0,,z
2018Q3,,SB0801,,D102H,,Transfers,,,:,15,36,2.4,,0,0,,z
2018Q4,,SB0801,,D102H,,Transfers,,,:,5,5,1,,0,0,,z
2019Q1,,SB0801,,D102H,,Transfers,,,:,16,51,3.1875,,0,0,,z
2019Q2,,SB0801,,D102H,,Transfers,,,:,10,54,5.4,,0,0,,z
2019Q3,,SB0801,,D102H,,Transfers,,,:,14,34,2.428571429,,0,0,,z
2019Q4,,SB0801,,D102H,,Transfers,,,:,5,127,25.4,,0,0,,z
2020Q1,,SB0801,,D102H,,Transfers,,,:,5,10,2,,0,0,,z
2020Q2,,SB0801,,D102H,,Transfers,,,:,0,0,,z,0,0,,z
2020Q3,,SB0801,,D102H,,Transfers,,,:,10,30,3,,0,0,,z
2020Q4,,SB0801,,D102H,,Transfers,,,:,5,5,1,,0,0,,z
2021Q1,,SB0801,,D102H,,Transfers,,,:,5,10,2,,0,0,,z
2021Q2,,SB0801,,D102H,,Transfers,,,:,10,19,1.9,,0,0,,z
2021Q3,,SB0801,,D102H,,Transfers,,,:,20,47,2.35,,0,0,,z
2021Q4,,SB0801,,D102H,,Transfers,,,:,0,7,,z,0,0,,z
2022Q1,,SB0801,,D102H,,Transfers,,,:,0,0,,z,0,0,,z
2022Q2,,SB0801,,D102H,,Transfers,,,:,13,31,2.384615385,,0,0,,z
2022Q3,,SB0801,,D102H,,Transfers,,,:,17,60,3.529411765,,0,0,,z
2022Q4,p,SB0801,,D102H,,Transfers,,,:,14,53,3.785714286,,0,0,,z
2017Q4,,SB0801,,SB0801,d,Transfers,,1,,622,1929,3.101286174,,0,0,,z
2018Q1,,SB0801,,SB0801,d,Transfers,,1,,515,1660,3.223300971,,0,0,,z
2018Q2,,SB0801,,SB0801,d,Transfers,,1,,567,1803,3.17989418,,0,0,,z
2018Q3,,SB0801,,SB0801,d,Transfers,,1,,648,1735,2.677469136,,0,0,,z
2018Q4,,SB0801,,SB0801,d,Transfers,,1,,584,1695,2.90239726,,0,0,,z
2019Q1,,SB0801,,SB0801,d,Transfers,,1,,635,1893,2.981102362,,0,0,,z
2019Q2,,SB0801,,SB0801,d,Transfers,,1,,684,1919,2.805555556,,0,0,,z
2019Q3,,SB0801,,SB0801,d,Transfers,,1,,620,2010,3.241935484,,0,0,,z
2019Q4,,SB0801,,SB0801,d,Transfers,,1,,641,1934,3.017160686,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Transfers,,1,,629,1894,3.011128776,,0,0,,z
2020Q2,,SB0801,,SB0801,d,Transfers,,1,,468,1578,3.371794872,,0,0,,z
2020Q3,,SB0801,,SB0801,d,Transfers,,1,,610,1894,3.104918033,,0,0,,z
2020Q4,,SB0801,,SB0801,d,Transfers,,1,,501,1731,3.45508982,,0,0,,z
2021Q1,,SB0801,,SB0801,d,Transfers,,1,,621,2177,3.505636071,,0,0,,z
2021Q2,,SB0801,,SB0801,d,Transfers,,1,,610,1843,3.021311475,,0,0,,z
2021Q3,,SB0801,,SB0801,d,Transfers,,1,,574,1911,3.329268293,,0,0,,z
2021Q4,,SB0801,,SB0801,d,Transfers,,1,,627,2236,3.566188198,,0,0,,z
2022Q1,,SB0801,,SB0801,d,Transfers,,1,,577,1942,3.365684575,,0,0,,z
2022Q2,,SB0801,,SB0801,d,Transfers,,1,,519,2282,4.396917148,,0,0,,z
2022Q3,,SB0801,,SB0801,d,Transfers,,1,,542,2039,3.76199262,,0,0,,z
2022Q4,p,SB0801,,SB0801,d,Transfers,,1,,632,2214,3.503164557,,0,0,,z
2017Q4,,SB0801,,SB0801,d,Transfers,,2,,502,1717,3.420318725,,0,0,,z
2018Q1,,SB0801,,SB0801,d,Transfers,,2,,442,1555,3.518099548,,0,0,,z
2018Q2,,SB0801,,SB0801,d,Transfers,,2,,503,1383,2.749502982,,0,0,,z
2018Q3,,SB0801,,SB0801,d,Transfers,,2,,497,1521,3.060362173,,0,0,,z
2018Q4,,SB0801,,SB0801,d,Transfers,,2,,441,1398,3.170068027,,0,0,,z
2019Q1,,SB0801,,SB0801,d,Transfers,,2,,447,1381,3.089485459,,0,0,,z
2019Q2,,SB0801,,SB0801,d,Transfers,,2,,486,1595,3.281893004,,0,0,,z
2019Q3,,SB0801,,SB0801,d,Transfers,,2,,529,1655,3.128544423,,0,0,,z
2019Q4,,SB0801,,SB0801,d,Transfers,,2,,505,1638,3.243564356,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Transfers,,2,,441,1342,3.0430839,,0,0,,z
2020Q2,,SB0801,,SB0801,d,Transfers,,2,,355,1219,3.433802817,,0,0,,z
2020Q3,,SB0801,,SB0801,d,Transfers,,2,,489,1501,3.069529652,,0,0,,z
2020Q4,,SB0801,,SB0801,d,Transfers,,2,,379,1241,3.274406332,,0,0,,z
2021Q1,,SB0801,,SB0801,d,Transfers,,2,,439,1628,3.708428246,,0,0,,z
2021Q2,,SB0801,,SB0801,d,Transfers,,2,,464,1731,3.730603448,,0,0,,z
2021Q3,,SB0801,,SB0801,d,Transfers,,2,,443,1865,4.20993228,,0,0,,z
2021Q4,,SB0801,,SB0801,d,Transfers,,2,,483,1625,3.364389234,,0,0,,z
2022Q1,,SB0801,,SB0801,d,Transfers,,2,,430,1600,3.720930233,,0,0,,z
2022Q2,,SB0801,,SB0801,d,Transfers,,2,,479,1701,3.551148225,,0,0,,z
2022Q3,,SB0801,,SB0801,d,Transfers,,2,,420,1536,3.657142857,,0,0,,z
2022Q4,p,SB0801,,SB0801,d,Transfers,,2,,414,1606,3.879227053,,0,0,,z
2017Q4,,SB0801,,SB0801,d,Transfers,,3,,396,1280,3.232323232,,0,0,,z
2018Q1,,SB0801,,SB0801,d,Transfers,,3,,441,1291,2.927437642,,0,0,,z
2018Q2,,SB0801,,SB0801,d,Transfers,,3,,424,1267,2.988207547,,0,0,,z
2018Q3,,SB0801,,SB0801,d,Transfers,,3,,493,1374,2.787018256,,0,0,,z
2018Q4,,SB0801,,SB0801,d,Transfers,,3,,378,1479,3.912698413,,0,0,,z
2019Q1,,SB0801,,SB0801,d,Transfers,,3,,335,1019,3.041791045,,0,0,,z
2019Q2,,SB0801,,SB0801,d,Transfers,,3,,415,1304,3.142168675,,0,0,,z
2019Q3,,SB0801,,SB0801,d,Transfers,,3,,452,1530,3.384955752,,0,0,,z
2019Q4,,SB0801,,SB0801,d,Transfers,,3,,453,1343,2.964679912,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Transfers,,3,,418,1426,3.411483254,,0,0,,z
2020Q2,,SB0801,,SB0801,d,Transfers,,3,,370,1121,3.02972973,,0,0,,z
2020Q3,,SB0801,,SB0801,d,Transfers,,3,,406,1232,3.034482759,,0,0,,z
2020Q4,,SB0801,,SB0801,d,Transfers,,3,,417,1524,3.654676259,,0,0,,z
2021Q1,,SB0801,,SB0801,d,Transfers,,3,,398,1237,3.108040201,,0,0,,z
2021Q2,,SB0801,,SB0801,d,Transfers,,3,,407,1157,2.842751843,,0,0,,z
2021Q3,,SB0801,,SB0801,d,Transfers,,3,,391,1307,3.342710997,,0,0,,z
2021Q4,,SB0801,,SB0801,d,Transfers,,3,,435,1693,3.891954023,,0,0,,z
2022Q1,,SB0801,,SB0801,d,Transfers,,3,,403,1276,3.166253102,,0,0,,z
2022Q2,,SB0801,,SB0801,d,Transfers,,3,,409,1463,3.577017115,,0,0,,z
2022Q3,,SB0801,,SB0801,d,Transfers,,3,,320,1209,3.778125,,0,0,,z
2022Q4,p,SB0801,,SB0801,d,Transfers,,3,,385,1217,3.161038961,,0,0,,z
2017Q4,,SB0801,,SB0801,d,Transfers,,4,,301,1056,3.508305648,,0,0,,z
2018Q1,,SB0801,,SB0801,d,Transfers,,4,,281,971,3.455516014,,0,0,,z
2018Q2,,SB0801,,SB0801,d,Transfers,,4,,375,1046,2.789333333,,0,0,,z
2018Q3,,SB0801,,SB0801,d,Transfers,,4,,347,984,2.83573487,,0,0,,z
2018Q4,,SB0801,,SB0801,d,Transfers,,4,,293,870,2.969283276,,0,0,,z
2019Q1,,SB0801,,SB0801,d,Transfers,,4,,387,1055,2.726098191,,0,0,,z
2019Q2,,SB0801,,SB0801,d,Transfers,,4,,306,868,2.836601307,,0,0,,z
2019Q3,,SB0801,,SB0801,d,Transfers,,4,,307,889,2.895765472,,0,0,,z
2019Q4,,SB0801,,SB0801,d,Transfers,,4,,353,987,2.796033994,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Transfers,,4,,341,1059,3.105571848,,0,0,,z
2020Q2,,SB0801,,SB0801,d,Transfers,,4,,266,1001,3.763157895,,0,0,,z
2020Q3,,SB0801,,SB0801,d,Transfers,,4,,351,1304,3.715099715,,0,0,,z
2020Q4,,SB0801,,SB0801,d,Transfers,,4,,294,1059,3.602040816,,0,0,,z
2021Q1,,SB0801,,SB0801,d,Transfers,,4,,262,866,3.305343511,,0,0,,z
2021Q2,,SB0801,,SB0801,d,Transfers,,4,,358,1170,3.268156425,,0,0,,z
2021Q3,,SB0801,,SB0801,d,Transfers,,4,,345,1080,3.130434783,,0,0,,z
2021Q4,,SB0801,,SB0801,d,Transfers,,4,,342,1311,3.833333333,,0,0,,z
2022Q1,,SB0801,,SB0801,d,Transfers,,4,,299,1097,3.668896321,,0,0,,z
2022Q2,,SB0801,,SB0801,d,Transfers,,4,,344,1154,3.354651163,,0,0,,z
2022Q3,,SB0801,,SB0801,d,Transfers,,4,,311,1185,3.810289389,,0,0,,z
2022Q4,p,SB0801,,SB0801,d,Transfers,,4,,301,1174,3.900332226,,0,0,,z
2017Q4,,SB0801,,SB0801,d,Transfers,,5,,253,748,2.956521739,,0,0,,z
2018Q1,,SB0801,,SB0801,d,Transfers,,5,,322,958,2.97515528,,0,0,,z
2018Q2,,SB0801,,SB0801,d,Transfers,,5,,313,826,2.638977636,,0,0,,z
2018Q3,,SB0801,,SB0801,d,Transfers,,5,,299,870,2.909698997,,0,0,,z
2018Q4,,SB0801,,SB0801,d,Transfers,,5,,318,936,2.943396226,,0,0,,z
2019Q1,,SB0801,,SB0801,d,Transfers,,5,,277,834,3.010830325,,0,0,,z
2019Q2,,SB0801,,SB0801,d,Transfers,,5,,301,851,2.827242525,,0,0,,z
2019Q3,,SB0801,,SB0801,d,Transfers,,5,,287,753,2.62369338,,0,0,,z
2019Q4,,SB0801,,SB0801,d,Transfers,,5,,313,1057,3.376996805,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Transfers,,5,,329,896,2.723404255,,0,0,,z
2020Q2,,SB0801,,SB0801,d,Transfers,,5,,249,789,3.168674699,,0,0,,z
2020Q3,,SB0801,,SB0801,d,Transfers,,5,,326,913,2.800613497,,0,0,,z
2020Q4,,SB0801,,SB0801,d,Transfers,,5,,239,769,3.217573222,,0,0,,z
2021Q1,,SB0801,,SB0801,d,Transfers,,5,,274,790,2.883211679,,0,0,,z
2021Q2,,SB0801,,SB0801,d,Transfers,,5,,344,1141,3.316860465,,0,0,,z
2021Q3,,SB0801,,SB0801,d,Transfers,,5,,308,1072,3.480519481,,0,0,,z
2021Q4,,SB0801,,SB0801,d,Transfers,,5,,298,1220,4.093959732,,0,0,,z
2022Q1,,SB0801,,SB0801,d,Transfers,,5,,322,1074,3.335403727,,0,0,,z
2022Q2,,SB0801,,SB0801,d,Transfers,,5,,264,982,3.71969697,,0,0,,z
2022Q3,,SB0801,,SB0801,d,Transfers,,5,,267,1054,3.947565543,,0,0,,z
2022Q4,p,SB0801,,SB0801,d,Transfers,,5,,294,998,3.394557823,,0,0,,z
2017Q4,,SB0801,,SB0801,d,Transfers,,,:,5,5,1,,0,0,,z
2018Q1,,SB0801,,SB0801,d,Transfers,,,:,10,31,3.1,,0,0,,z
2018Q2,,SB0801,,SB0801,d,Transfers,,,:,11,79,7.181818182,,0,0,,z
2018Q3,,SB0801,,SB0801,d,Transfers,,,:,15,36,2.4,,0,0,,z
2018Q4,,SB0801,,SB0801,d,Transfers,,,:,5,5,1,,0,0,,z
2019Q1,,SB0801,,SB0801,d,Transfers,,,:,16,51,3.1875,,0,0,,z
2019Q2,,SB0801,,SB0801,d,Transfers,,,:,10,54,5.4,,0,0,,z
2019Q3,,SB0801,,SB0801,d,Transfers,,,:,14,34,2.428571429,,0,0,,z
2019Q4,,SB0801,,SB0801,d,Transfers,,,:,5,127,25.4,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Transfers,,,:,5,10,2,,0,0,,z
2020Q2,,SB0801,,SB0801,d,Transfers,,,:,0,0,,z,0,0,,z
2020Q3,,SB0801,,SB0801,d,Transfers,,,:,10,30,3,,0,0,,z
2020Q4,,SB0801,,SB0801,d,Transfers,,,:,5,5,1,,0,0,,z
2021Q1,,SB0801,,SB0801,d,Transfers,,,:,5,10,2,,0,0,,z
2021Q2,,SB0801,,SB0801,d,Transfers,,,:,10,19,1.9,,0,0,,z
2021Q3,,SB0801,,SB0801,d,Transfers,,,:,20,47,2.35,,0,0,,z
2021Q4,,SB0801,,SB0801,d,Transfers,,,:,0,7,,z,0,0,,z
2022Q1,,SB0801,,SB0801,d,Transfers,,,:,0,0,,z,0,0,,z
2022Q2,,SB0801,,SB0801,d,Transfers,,,:,13,31,2.384615385,,0,0,,z
2022Q3,,SB0801,,SB0801,d,Transfers,,,:,17,60,3.529411765,,0,0,,z
2022Q4,p,SB0801,,SB0801,d,Transfers,,,:,14,53,3.785714286,,0,0,,z
2017Q4,,S27000001,,S27000001,d,Transfers,,1,,5,275,55,,0,0,,z
2018Q1,,S27000001,,S27000001,d,Transfers,,1,,5,150,30,,0,0,,z
2018Q2,,S27000001,,S27000001,d,Transfers,,1,,5,317,63.4,,0,0,,z
2018Q4,,S27000001,,S27000001,d,Transfers,,1,,0,258,,z,0,0,,z
2019Q1,,S27000001,,S27000001,d,Transfers,,1,,0,28,,z,0,0,,z
2019Q2,,S27000001,,S27000001,d,Transfers,,1,,0,55,,z,0,0,,z
2019Q4,,S27000001,,S27000001,d,Transfers,,1,,0,30,,z,0,0,,z
2020Q1,,S27000001,,S27000001,d,Transfers,,1,,0,21,,z,0,0,,z
2021Q4,,S27000001,,S27000001,d,Transfers,,1,,5,142,28.4,,0,0,,z
2022Q1,,S27000001,,S27000001,d,Transfers,,1,,0,8,,z,0,0,,z
2022Q2,,S27000001,,S27000001,d,Transfers,,1,,5,109,21.8,,0,0,,z
2022Q3,,S27000001,,S27000001,d,Transfers,,1,,5,345,69,,0,0,,z
2022Q4,p,S27000001,,S27000001,d,Transfers,,1,,5,280,56,,0,0,,z
2017Q4,,S27000001,,S27000001,d,Transfers,,2,,13,751,57.76923077,,0,0,,z
2018Q1,,S27000001,,S27000001,d,Transfers,,2,,15,542,36.13333333,,0,0,,z
2018Q2,,S27000001,,S27000001,d,Transfers,,2,,10,277,27.7,,0,0,,z
2018Q3,,S27000001,,S27000001,d,Transfers,,2,,5,210,42,,0,0,,z
2018Q4,,S27000001,,S27000001,d,Transfers,,2,,0,43,,z,0,0,,z
2019Q1,,S27000001,,S27000001,d,Transfers,,2,,0,95,,z,0,0,,z
2019Q2,,S27000001,,S27000001,d,Transfers,,2,,0,107,,z,0,0,,z
2019Q3,,S27000001,,S27000001,d,Transfers,,2,,0,64,,z,0,0,,z
2019Q4,,S27000001,,S27000001,d,Transfers,,2,,0,25,,z,0,0,,z
2020Q1,,S27000001,,S27000001,d,Transfers,,2,,5,306,61.2,,0,0,,z
2020Q2,,S27000001,,S27000001,d,Transfers,,2,,0,225,,z,0,0,,z
2020Q4,,S27000001,,S27000001,d,Transfers,,2,,0,101,,z,0,0,,z
2021Q1,,S27000001,,S27000001,d,Transfers,,2,,5,216,43.2,,0,0,,z
2021Q3,,S27000001,,S27000001,d,Transfers,,2,,5,89,17.8,,0,0,,z
2021Q4,,S27000001,,S27000001,d,Transfers,,2,,13,800,61.53846154,,0,0,,z
2022Q1,,S27000001,,S27000001,d,Transfers,,2,,5,346,69.2,,0,0,,z
2022Q2,,S27000001,,S27000001,d,Transfers,,2,,10,608,60.8,,0,0,,z
2022Q3,,S27000001,,S27000001,d,Transfers,,2,,5,171,34.2,,0,0,,z
2022Q4,p,S27000001,,S27000001,d,Transfers,,2,,5,417,83.4,,0,0,,z
2017Q4,,S27000001,,S27000001,d,Transfers,,3,,5,167,33.4,,0,0,,z
2018Q1,,S27000001,,S27000001,d,Transfers,,3,,5,189,37.8,,0,0,,z
2018Q2,,S27000001,,S27000001,d,Transfers,,3,,5,227,45.4,,0,0,,z
2018Q3,,S27000001,,S27000001,d,Transfers,,3,,0,262,,z,0,0,,z
2018Q4,,S27000001,,S27000001,d,Transfers,,3,,0,38,,z,0,0,,z
2019Q1,,S27000001,,S27000001,d,Transfers,,3,,0,82,,z,0,0,,z
2019Q2,,S27000001,,S27000001,d,Transfers,,3,,0,27,,z,0,0,,z
2019Q4,,S27000001,,S27000001,d,Transfers,,3,,0,278,,z,0,0,,z
2020Q1,,S27000001,,S27000001,d,Transfers,,3,,5,231,46.2,,0,0,,z
2020Q4,,S27000001,,S27000001,d,Transfers,,3,,0,54,,z,0,0,,z
2021Q2,,S27000001,,S27000001,d,Transfers,,3,,5,238,47.6,,0,0,,z
2021Q3,,S27000001,,S27000001,d,Transfers,,3,,0,43,,z,0,0,,z
2021Q4,,S27000001,,S27000001,d,Transfers,,3,,5,260,52,,0,0,,z
2022Q1,,S27000001,,S27000001,d,Transfers,,3,,5,630,126,,0,0,,z
2022Q2,,S27000001,,S27000001,d,Transfers,,3,,0,53,,z,0,0,,z
2022Q3,,S27000001,,S27000001,d,Transfers,,3,,10,461,46.1,,0,0,,z
2022Q4,p,S27000001,,S27000001,d,Transfers,,3,,5,226,45.2,,0,0,,z
2017Q4,,S27000001,,S27000001,d,Transfers,,4,,0,65,,z,0,0,,z
2018Q1,,S27000001,,S27000001,d,Transfers,,4,,5,130,26,,0,0,,z
2018Q2,,S27000001,,S27000001,d,Transfers,,4,,5,70,14,,0,0,,z
2020Q1,,S27000001,,S27000001,d,Transfers,,4,,0,105,,z,0,0,,z
2020Q2,,S27000001,,S27000001,d,Transfers,,4,,0,11,,z,0,0,,z
2020Q4,,S27000001,,S27000001,d,Transfers,,4,,0,39,,z,0,0,,z
2021Q2,,S27000001,,S27000001,d,Transfers,,4,,0,37,,z,0,0,,z
2021Q3,,S27000001,,S27000001,d,Transfers,,4,,5,424,84.8,,0,0,,z
2021Q4,,S27000001,,S27000001,d,Transfers,,4,,0,315,,z,0,0,,z
2022Q2,,S27000001,,S27000001,d,Transfers,,4,,0,80,,z,0,0,,z
2022Q4,p,S27000001,,S27000001,d,Transfers,,4,,0,80,,z,0,0,,z
2017Q4,,S27000001,,S27000001,d,Transfers,,5,,5,447,89.4,,0,0,,z
2018Q1,,S27000001,,S27000001,d,Transfers,,5,,5,395,79,,0,0,,z
2018Q2,,S27000001,,S27000001,d,Transfers,,5,,5,385,77,,0,0,,z
2018Q3,,S27000001,,S27000001,d,Transfers,,5,,5,134,26.8,,0,0,,z
2018Q4,,S27000001,,S27000001,d,Transfers,,5,,5,185,37,,0,0,,z
2019Q1,,S27000001,,S27000001,d,Transfers,,5,,0,30,,z,0,0,,z
2019Q2,,S27000001,,S27000001,d,Transfers,,5,,0,630,,z,0,0,,z
2019Q3,,S27000001,,S27000001,d,Transfers,,5,,0,10,,z,0,0,,z
2020Q1,,S27000001,,S27000001,d,Transfers,,5,,0,43,,z,0,0,,z
2021Q1,,S27000001,,S27000001,d,Transfers,,5,,0,20,,z,0,0,,z
2021Q2,,S27000001,,S27000001,d,Transfers,,5,,0,134,,z,0,0,,z
2021Q3,,S27000001,,S27000001,d,Transfers,,5,,5,462,92.4,,0,0,,z
