_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
18100,2021Q4,,S08000016,,S08000016,d,All Day cases,,5,,70,0,0,,70,0,0,
18101,2022Q1,,S08000016,,S08000016,d,All Day cases,,5,,65,0,0,,65,0,0,
18102,2022Q2,,S08000016,,S08000016,d,All Day cases,,5,,75,0,0,,75,0,0,
18103,2022Q3,,S08000016,,S08000016,d,All Day cases,,5,,75,0,0,,73,0,0,
18104,2022Q4,p,S08000016,,S08000016,d,All Day cases,,5,,105,0,0,,105,0,0,
18105,2017Q4,,S08000016,,S08000016,d,All Day cases,,,:,46,0,0,,45,0,0,
18106,2018Q1,,S08000016,,S08000016,d,All Day cases,,,:,55,0,0,,55,0,0,
18107,2018Q2,,S08000016,,S08000016,d,All Day cases,,,:,35,0,0,,35,0,0,
18108,2018Q3,,S08000016,,S08000016,d,All Day cases,,,:,25,0,0,,25,0,0,
18109,2018Q4,,S08000016,,S08000016,d,All Day cases,,,:,35,0,0,,35,0,0,
18110,2019Q1,,S08000016,,S08000016,d,All Day cases,,,:,25,0,0,,25,0,0,
18111,2019Q2,,S08000016,,S08000016,d,All Day cases,,,:,34,0,0,,34,0,0,
18112,2019Q3,,S08000016,,S08000016,d,All Day cases,,,:,40,0,0,,40,0,0,
18113,2019Q4,,S08000016,,S08000016,d,All Day cases,,,:,40,0,0,,40,0,0,
18114,2020Q1,,S08000016,,S08000016,d,All Day cases,,,:,25,0,0,,24,0,0,
18115,2020Q2,,S08000016,,S08000016,d,All Day cases,,,:,10,0,0,,10,0,0,
18116,2020Q3,,S08000016,,S08000016,d,All Day cases,,,:,25,0,0,,25,0,0,
18117,2020Q4,,S08000016,,S08000016,d,All Day cases,,,:,10,0,0,,10,0,0,
18118,2021Q1,,S08000016,,S08000016,d,All Day cases,,,:,10,0,0,,10,0,0,
18119,2021Q2,,S08000016,,S08000016,d,All Day cases,,,:,35,0,0,,35,0,0,
18120,2021Q3,,S08000016,,S08000016,d,All Day cases,,,:,30,0,0,,30,0,0,
18121,2021Q4,,S08000016,,S08000016,d,All Day cases,,,:,20,0,0,,20,0,0,
18122,2022Q1,,S08000016,,S08000016,d,All Day cases,,,:,25,0,0,,25,0,0,
18123,2022Q2,,S08000016,,S08000016,d,All Day cases,,,:,20,0,0,,20,0,0,
18124,2022Q3,,S08000016,,S08000016,d,All Day cases,,,:,15,0,0,,15,0,0,
18125,2022Q4,p,S08000016,,S08000016,d,All Day cases,,,:,15,0,0,,15,0,0,
18126,2017Q4,,S08000017,,Y146H,,All Day cases,,1,,211,0,0,,204,0,0,
18127,2018Q1,,S08000017,,Y146H,,All Day cases,,1,,208,0,0,,201,0,0,
18128,2018Q2,,S08000017,,Y146H,,All Day cases,,1,,226,0,0,,210,0,0,
18129,2018Q3,,S08000017,,Y146H,,All Day cases,,1,,215,0,0,,193,0,0,
18130,2018Q4,,S08000017,,Y146H,,All Day cases,,1,,237,0,0,,215,0,0,
18131,2019Q1,,S08000017,,Y146H,,All Day cases,,1,,255,0,0,,230,0,0,
18132,2019Q2,,S08000017,,Y146H,,All Day cases,,1,,273,0,0,,241,0,0,
18133,2019Q3,,S08000017,,Y146H,,All Day cases,,1,,216,0,0,,191,0,0,
18134,2019Q4,,S08000017,,Y146H,,All Day cases,,1,,252,0,0,,217,0,0,
18135,2020Q1,,S08000017,,Y146H,,All Day cases,,1,,214,0,0,,197,0,0,
18136,2020Q2,,S08000017,,Y146H,,All Day cases,,1,,70,0,0,,65,0,0,
18137,2020Q3,,S08000017,,Y146H,,All Day cases,,1,,179,0,0,,158,0,0,
18138,2020Q4,,S08000017,,Y146H,,All Day cases,,1,,235,0,0,,204,0,0,
18139,2021Q1,,S08000017,,Y146H,,All Day cases,,1,,130,0,0,,109,0,0,
18140,2021Q2,,S08000017,,Y146H,,All Day cases,,1,,199,0,0,,168,0,0,
18141,2021Q3,,S08000017,,Y146H,,All Day cases,,1,,224,0,0,,204,0,0,
18142,2021Q4,,S08000017,,Y146H,,All Day cases,,1,,196,0,0,,174,0,0,
18143,2022Q1,,S08000017,,Y146H,,All Day cases,,1,,180,0,0,,159,0,0,
18144,2022Q2,,S08000017,,Y146H,,All Day cases,,1,,194,0,0,,170,0,0,
18145,2022Q3,,S08000017,,Y146H,,All Day cases,,1,,170,0,0,,156,0,0,
18146,2022Q4,p,S08000017,,Y146H,,All Day cases,,1,,167,0,0,,151,0,0,
18147,2017Q4,,S08000017,,Y146H,,All Day cases,,2,,653,0,0,,624,0,0,
18148,2018Q1,,S08000017,,Y146H,,All Day cases,,2,,567,0,0,,541,0,0,
18149,2018Q2,,S08000017,,Y146H,,All Day cases,,2,,657,0,0,,603,0,0,
18150,2018Q3,,S08000017,,Y146H,,All Day cases,,2,,617,0,0,,549,0,0,
18151,2018Q4,,S08000017,,Y146H,,All Day cases,,2,,643,0,0,,574,0,0,
18152,2019Q1,,S08000017,,Y146H,,All Day cases,,2,,678,0,0,,595,0,0,
18153,2019Q2,,S08000017,,Y146H,,All Day cases,,2,,656,0,0,,565,0,0,
18154,2019Q3,,S08000017,,Y146H,,All Day cases,,2,,694,0,0,,594,0,0,
18155,2019Q4,,S08000017,,Y146H,,All Day cases,,2,,650,0,0,,586,0,0,
18156,2020Q1,,S08000017,,Y146H,,All Day cases,,2,,632,0,0,,570,0,0,
18157,2020Q2,,S08000017,,Y146H,,All Day cases,,2,,228,0,0,,196,0,0,
18158,2020Q3,,S08000017,,Y146H,,All Day cases,,2,,483,0,0,,404,0,0,
18159,2020Q4,,S08000017,,Y146H,,All Day cases,,2,,570,0,0,,502,0,0,
18160,2021Q1,,S08000017,,Y146H,,All Day cases,,2,,397,0,0,,353,0,0,
18161,2021Q2,,S08000017,,Y146H,,All Day cases,,2,,635,0,0,,561,0,0,
18162,2021Q3,,S08000017,,Y146H,,All Day cases,,2,,555,0,0,,502,0,0,
18163,2021Q4,,S08000017,,Y146H,,All Day cases,,2,,522,0,0,,461,0,0,
18164,2022Q1,,S08000017,,Y146H,,All Day cases,,2,,572,0,0,,521,0,0,
18165,2022Q2,,S08000017,,Y146H,,All Day cases,,2,,538,0,0,,463,0,0,
18166,2022Q3,,S08000017,,Y146H,,All Day cases,,2,,580,0,0,,514,0,0,
18167,2022Q4,p,S08000017,,Y146H,,All Day cases,,2,,513,0,0,,479,0,0,
18168,2017Q4,,S08000017,,Y146H,,All Day cases,,3,,1147,0,0,,1083,0,0,
18169,2018Q1,,S08000017,,Y146H,,All Day cases,,3,,977,0,0,,942,0,0,
18170,2018Q2,,S08000017,,Y146H,,All Day cases,,3,,1061,0,0,,1009,0,0,
18171,2018Q3,,S08000017,,Y146H,,All Day cases,,3,,1052,0,0,,968,0,0,
18172,2018Q4,,S08000017,,Y146H,,All Day cases,,3,,1121,0,0,,1027,0,0,
18173,2019Q1,,S08000017,,Y146H,,All Day cases,,3,,1133,0,0,,987,0,0,
18174,2019Q2,,S08000017,,Y146H,,All Day cases,,3,,1118,0,0,,979,0,0,
18175,2019Q3,,S08000017,,Y146H,,All Day cases,,3,,1213,0,0,,1056,0,0,
18176,2019Q4,,S08000017,,Y146H,,All Day cases,,3,,1227,0,0,,1104,0,0,
18177,2020Q1,,S08000017,,Y146H,,All Day cases,,3,,1036,0,0,,955,0,0,
18178,2020Q2,,S08000017,,Y146H,,All Day cases,,3,,330,0,0,,285,0,0,
18179,2020Q3,,S08000017,,Y146H,,All Day cases,,3,,729,0,0,,633,0,0,
18180,2020Q4,,S08000017,,Y146H,,All Day cases,,3,,1008,0,0,,888,0,0,
18181,2021Q1,,S08000017,,Y146H,,All Day cases,,3,,728,0,0,,648,0,0,
18182,2021Q2,,S08000017,,Y146H,,All Day cases,,3,,1081,0,0,,969,0,0,
18183,2021Q3,,S08000017,,Y146H,,All Day cases,,3,,904,0,0,,817,0,0,
18184,2021Q4,,S08000017,,Y146H,,All Day cases,,3,,903,0,0,,805,0,0,
18185,2022Q1,,S08000017,,Y146H,,All Day cases,,3,,989,0,0,,908,0,0,
18186,2022Q2,,S08000017,,Y146H,,All Day cases,,3,,934,0,0,,860,0,0,
18187,2022Q3,,S08000017,,Y146H,,All Day cases,,3,,873,0,0,,801,0,0,
18188,2022Q4,p,S08000017,,Y146H,,All Day cases,,3,,908,0,0,,853,0,0,
18189,2017Q4,,S08000017,,Y146H,,All Day cases,,4,,454,0,0,,429,0,0,
18190,2018Q1,,S08000017,,Y146H,,All Day cases,,4,,436,0,0,,424,0,0,
18191,2018Q2,,S08000017,,Y146H,,All Day cases,,4,,471,0,0,,449,0,0,
18192,2018Q3,,S08000017,,Y146H,,All Day cases,,4,,497,0,0,,454,0,0,
18193,2018Q4,,S08000017,,Y146H,,All Day cases,,4,,483,0,0,,446,0,0,
18194,2019Q1,,S08000017,,Y146H,,All Day cases,,4,,474,0,0,,420,0,0,
18195,2019Q2,,S08000017,,Y146H,,All Day cases,,4,,496,0,0,,460,0,0,
18196,2019Q3,,S08000017,,Y146H,,All Day cases,,4,,501,0,0,,453,0,0,
18197,2019Q4,,S08000017,,Y146H,,All Day cases,,4,,509,0,0,,454,0,0,
18198,2020Q1,,S08000017,,Y146H,,All Day cases,,4,,469,0,0,,420,0,0,
18199,2020Q2,,S08000017,,Y146H,,All Day cases,,4,,145,0,0,,135,0,0,
18200,2020Q3,,S08000017,,Y146H,,All Day cases,,4,,299,0,0,,262,0,0,
18201,2020Q4,,S08000017,,Y146H,,All Day cases,,4,,455,0,0,,418,0,0,
18202,2021Q1,,S08000017,,Y146H,,All Day cases,,4,,303,0,0,,276,0,0,
18203,2021Q2,,S08000017,,Y146H,,All Day cases,,4,,492,0,0,,437,0,0,
18204,2021Q3,,S08000017,,Y146H,,All Day cases,,4,,441,0,0,,387,0,0,
18205,2021Q4,,S08000017,,Y146H,,All Day cases,,4,,429,0,0,,391,0,0,
18206,2022Q1,,S08000017,,Y146H,,All Day cases,,4,,414,0,0,,372,0,0,
18207,2022Q2,,S08000017,,Y146H,,All Day cases,,4,,422,0,0,,388,0,0,
18208,2022Q3,,S08000017,,Y146H,,All Day cases,,4,,403,0,0,,367,0,0,
18209,2022Q4,p,S08000017,,Y146H,,All Day cases,,4,,396,0,0,,370,0,0,
18210,2017Q4,,S08000017,,Y146H,,All Day cases,,5,,245,0,0,,240,0,0,
18211,2018Q1,,S08000017,,Y146H,,All Day cases,,5,,225,0,0,,215,0,0,
18212,2018Q2,,S08000017,,Y146H,,All Day cases,,5,,252,0,0,,232,0,0,
18213,2018Q3,,S08000017,,Y146H,,All Day cases,,5,,210,0,0,,200,0,0,
18214,2018Q4,,S08000017,,Y146H,,All Day cases,,5,,270,0,0,,250,0,0,
18215,2019Q1,,S08000017,,Y146H,,All Day cases,,5,,220,0,0,,195,0,0,
18216,2019Q2,,S08000017,,Y146H,,All Day cases,,5,,245,0,0,,229,0,0,
18217,2019Q3,,S08000017,,Y146H,,All Day cases,,5,,275,0,0,,255,0,0,
18218,2019Q4,,S08000017,,Y146H,,All Day cases,,5,,280,0,0,,265,0,0,
18219,2020Q1,,S08000017,,Y146H,,All Day cases,,5,,247,0,0,,225,0,0,
18220,2020Q2,,S08000017,,Y146H,,All Day cases,,5,,75,0,0,,70,0,0,
18221,2020Q3,,S08000017,,Y146H,,All Day cases,,5,,155,0,0,,140,0,0,
18222,2020Q4,,S08000017,,Y146H,,All Day cases,,5,,230,0,0,,210,0,0,
18223,2021Q1,,S08000017,,Y146H,,All Day cases,,5,,150,0,0,,140,0,0,
18224,2021Q2,,S08000017,,Y146H,,All Day cases,,5,,257,0,0,,225,0,0,
18225,2021Q3,,S08000017,,Y146H,,All Day cases,,5,,232,0,0,,206,0,0,
18226,2021Q4,,S08000017,,Y146H,,All Day cases,,5,,200,0,0,,180,0,0,
18227,2022Q1,,S08000017,,Y146H,,All Day cases,,5,,247,0,0,,226,0,0,
18228,2022Q2,,S08000017,,Y146H,,All Day cases,,5,,225,0,0,,215,0,0,
18229,2022Q3,,S08000017,,Y146H,,All Day cases,,5,,245,0,0,,230,0,0,
18230,2022Q4,p,S08000017,,Y146H,,All Day cases,,5,,207,0,0,,199,0,0,
18231,2017Q4,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,0,0,,z
18232,2018Q1,,S08000017,,Y146H,,All Day cases,,,:,0,0,,z,0,0,,z
18233,2018Q2,,S08000017,,Y146H,,All Day cases,,,:,10,0,0,,5,0,0,
18234,2018Q3,,S08000017,,Y146H,,All Day cases,,,:,0,0,,z,0,0,,z
18235,2018Q4,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,0,0,,z
18236,2019Q1,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18237,2019Q3,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,0,0,,z
18238,2019Q4,,S08000017,,Y146H,,All Day cases,,,:,0,0,,z,0,0,,z
18239,2020Q1,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18240,2020Q2,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18241,2020Q3,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18242,2020Q4,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18243,2021Q1,,S08000017,,Y146H,,All Day cases,,,:,0,0,,z,0,0,,z
18244,2021Q2,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,0,0,,z
18245,2021Q3,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18246,2022Q1,,S08000017,,Y146H,,All Day cases,,,:,0,0,,z,0,0,,z
18247,2022Q2,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,0,0,,z
18248,2022Q3,,S08000017,,Y146H,,All Day cases,,,:,5,0,0,,5,0,0,
18249,2022Q4,p,S08000017,,Y146H,,All Day cases,,,:,10,0,0,,5,0,0,
18250,2017Q4,,S08000017,,Y144H,,All Day cases,,1,,15,0,0,,15,0,0,
18251,2018Q1,,S08000017,,Y144H,,All Day cases,,1,,35,0,0,,35,0,0,
18252,2018Q2,,S08000017,,Y144H,,All Day cases,,1,,40,0,0,,37,0,0,
18253,2018Q3,,S08000017,,Y144H,,All Day cases,,1,,25,0,0,,25,0,0,
18254,2018Q4,,S08000017,,Y144H,,All Day cases,,1,,25,0,0,,25,0,0,
18255,2019Q1,,S08000017,,Y144H,,All Day cases,,1,,29,0,0,,29,0,0,
18256,2019Q2,,S08000017,,Y144H,,All Day cases,,1,,30,0,0,,30,0,0,
18257,2019Q3,,S08000017,,Y144H,,All Day cases,,1,,35,0,0,,35,0,0,
18258,2019Q4,,S08000017,,Y144H,,All Day cases,,1,,34,0,0,,35,0,0,
18259,2020Q1,,S08000017,,Y144H,,All Day cases,,1,,44,0,0,,45,0,0,
18260,2020Q3,,S08000017,,Y144H,,All Day cases,,1,,13,0,0,,15,0,0,
18261,2020Q4,,S08000017,,Y144H,,All Day cases,,1,,16,0,0,,15,0,0,
18262,2021Q1,,S08000017,,Y144H,,All Day cases,,1,,29,0,0,,30,0,0,
18263,2021Q2,,S08000017,,Y144H,,All Day cases,,1,,20,0,0,,21,0,0,
18264,2021Q3,,S08000017,,Y144H,,All Day cases,,1,,35,0,0,,32,0,0,
18265,2021Q4,,S08000017,,Y144H,,All Day cases,,1,,15,0,0,,17,0,0,
18266,2022Q1,,S08000017,,Y144H,,All Day cases,,1,,19,0,0,,19,0,0,
18267,2022Q2,,S08000017,,Y144H,,All Day cases,,1,,20,0,0,,18,0,0,
18268,2022Q3,,S08000017,,Y144H,,All Day cases,,1,,25,0,0,,25,0,0,
18269,2022Q4,p,S08000017,,Y144H,,All Day cases,,1,,40,0,0,,40,0,0,
18270,2017Q4,,S08000017,,Y144H,,All Day cases,,2,,96,0,0,,95,0,0,
18271,2018Q1,,S08000017,,Y144H,,All Day cases,,2,,215,0,0,,215,0,0,
18272,2018Q2,,S08000017,,Y144H,,All Day cases,,2,,250,0,0,,250,0,0,
18273,2018Q3,,S08000017,,Y144H,,All Day cases,,2,,200,0,0,,200,0,0,
18274,2018Q4,,S08000017,,Y144H,,All Day cases,,2,,195,0,0,,190,0,0,
18275,2019Q1,,S08000017,,Y144H,,All Day cases,,2,,161,0,0,,160,0,0,
18276,2019Q2,,S08000017,,Y144H,,All Day cases,,2,,185,0,0,,185,0,0,
18277,2019Q3,,S08000017,,Y144H,,All Day cases,,2,,182,0,0,,180,0,0,
18278,2019Q4,,S08000017,,Y144H,,All Day cases,,2,,200,0,0,,199,0,0,
18279,2020Q1,,S08000017,,Y144H,,All Day cases,,2,,180,0,0,,180,0,0,
18280,2020Q3,,S08000017,,Y144H,,All Day cases,,2,,90,0,0,,90,0,0,
18281,2020Q4,,S08000017,,Y144H,,All Day cases,,2,,150,0,0,,150,0,0,
18282,2021Q1,,S08000017,,Y144H,,All Day cases,,2,,134,0,0,,135,0,0,
18283,2021Q2,,S08000017,,Y144H,,All Day cases,,2,,163,0,0,,160,0,0,
18284,2021Q3,,S08000017,,Y144H,,All Day cases,,2,,176,0,0,,175,0,0,
18285,2021Q4,,S08000017,,Y144H,,All Day cases,,2,,170,0,0,,170,0,0,
18286,2022Q1,,S08000017,,Y144H,,All Day cases,,2,,111,0,0,,111,0,0,
18287,2022Q2,,S08000017,,Y144H,,All Day cases,,2,,140,0,0,,138,0,0,
18288,2022Q3,,S08000017,,Y144H,,All Day cases,,2,,160,0,0,,160,0,0,
18289,2022Q4,p,S08000017,,Y144H,,All Day cases,,2,,150,0,0,,150,0,0,
18290,2017Q4,,S08000017,,Y144H,,All Day cases,,3,,65,0,0,,65,0,0,
18291,2018Q1,,S08000017,,Y144H,,All Day cases,,3,,101,0,0,,100,0,0,
18292,2018Q2,,S08000017,,Y144H,,All Day cases,,3,,101,0,0,,98,0,0,
18293,2018Q3,,S08000017,,Y144H,,All Day cases,,3,,80,0,0,,78,0,0,
18294,2018Q4,,S08000017,,Y144H,,All Day cases,,3,,101,0,0,,101,0,0,
18295,2019Q1,,S08000017,,Y144H,,All Day cases,,3,,76,0,0,,75,0,0,
18296,2019Q2,,S08000017,,Y144H,,All Day cases,,3,,90,0,0,,87,0,0,
18297,2019Q3,,S08000017,,Y144H,,All Day cases,,3,,86,0,0,,85,0,0,
18298,2019Q4,,S08000017,,Y144H,,All Day cases,,3,,81,0,0,,81,0,0,
18299,2020Q1,,S08000017,,Y144H,,All Day cases,,3,,71,0,0,,71,0,0,
18300,2020Q3,,S08000017,,Y144H,,All Day cases,,3,,26,0,0,,25,0,0,
18301,2020Q4,,S08000017,,Y144H,,All Day cases,,3,,73,0,0,,75,0,0,
18302,2021Q1,,S08000017,,Y144H,,All Day cases,,3,,54,0,0,,55,0,0,
18303,2021Q2,,S08000017,,Y144H,,All Day cases,,3,,75,0,0,,75,0,0,
18304,2021Q3,,S08000017,,Y144H,,All Day cases,,3,,75,0,0,,74,0,0,
18305,2021Q4,,S08000017,,Y144H,,All Day cases,,3,,61,0,0,,60,0,0,
18306,2022Q1,,S08000017,,Y144H,,All Day cases,,3,,45,0,0,,45,0,0,
18307,2022Q2,,S08000017,,Y144H,,All Day cases,,3,,80,0,0,,79,0,0,
18308,2022Q3,,S08000017,,Y144H,,All Day cases,,3,,60,0,0,,59,0,0,
18309,2022Q4,p,S08000017,,Y144H,,All Day cases,,3,,70,0,0,,66,0,0,
18310,2017Q4,,S08000017,,Y144H,,All Day cases,,4,,10,0,0,,12,0,0,
18311,2018Q1,,S08000017,,Y144H,,All Day cases,,4,,30,0,0,,30,0,0,
18312,2018Q2,,S08000017,,Y144H,,All Day cases,,4,,35,0,0,,37,0,0,
18313,2018Q3,,S08000017,,Y144H,,All Day cases,,4,,20,0,0,,18,0,0,
18314,2018Q4,,S08000017,,Y144H,,All Day cases,,4,,30,0,0,,30,0,0,
18315,2019Q1,,S08000017,,Y144H,,All Day cases,,4,,20,0,0,,20,0,0,
18316,2019Q2,,S08000017,,Y144H,,All Day cases,,4,,25,0,0,,20,0,0,
18317,2019Q3,,S08000017,,Y144H,,All Day cases,,4,,28,0,0,,25,0,0,
18318,2019Q4,,S08000017,,Y144H,,All Day cases,,4,,20,0,0,,20,0,0,
18319,2020Q1,,S08000017,,Y144H,,All Day cases,,4,,26,0,0,,25,0,0,
18320,2020Q3,,S08000017,,Y144H,,All Day cases,,4,,5,0,0,,5,0,0,
18321,2020Q4,,S08000017,,Y144H,,All Day cases,,4,,20,0,0,,18,0,0,
18322,2021Q1,,S08000017,,Y144H,,All Day cases,,4,,15,0,0,,15,0,0,
18323,2021Q2,,S08000017,,Y144H,,All Day cases,,4,,20,0,0,,18,0,0,
18324,2021Q3,,S08000017,,Y144H,,All Day cases,,4,,26,0,0,,26,0,0,
18325,2021Q4,,S08000017,,Y144H,,All Day cases,,4,,10,0,0,,12,0,0,
18326,2022Q1,,S08000017,,Y144H,,All Day cases,,4,,10,0,0,,10,0,0,
18327,2022Q2,,S08000017,,Y144H,,All Day cases,,4,,14,0,0,,15,0,0,
18328,2022Q3,,S08000017,,Y144H,,All Day cases,,4,,25,0,0,,23,0,0,
18329,2022Q4,p,S08000017,,Y144H,,All Day cases,,4,,25,0,0,,26,0,0,
18330,2019Q2,,S08000017,,Y144H,,All Day cases,,5,,0,0,,z,0,0,,z
18331,2017Q4,,S08000017,,S08000017,d,All Day cases,,1,,232,0,0,,225,0,0,
18332,2018Q1,,S08000017,,S08000017,d,All Day cases,,1,,270,0,0,,263,0,0,
18333,2018Q2,,S08000017,,S08000017,d,All Day cases,,1,,291,0,0,,274,0,0,
18334,2018Q3,,S08000017,,S08000017,d,All Day cases,,1,,264,0,0,,242,0,0,
18335,2018Q4,,S08000017,,S08000017,d,All Day cases,,1,,294,0,0,,272,0,0,
18336,2019Q1,,S08000017,,S08000017,d,All Day cases,,1,,314,0,0,,287,0,0,
18337,2019Q2,,S08000017,,S08000017,d,All Day cases,,1,,337,0,0,,305,0,0,
18338,2019Q3,,S08000017,,S08000017,d,All Day cases,,1,,277,0,0,,251,0,0,
18339,2019Q4,,S08000017,,S08000017,d,All Day cases,,1,,323,0,0,,288,0,0,
18340,2020Q1,,S08000017,,S08000017,d,All Day cases,,1,,280,0,0,,263,0,0,
18341,2020Q2,,S08000017,,S08000017,d,All Day cases,,1,,75,0,0,,66,0,0,
18342,2020Q3,,S08000017,,S08000017,d,All Day cases,,1,,209,0,0,,188,0,0,
18343,2020Q4,,S08000017,,S08000017,d,All Day cases,,1,,271,0,0,,239,0,0,
18344,2021Q1,,S08000017,,S08000017,d,All Day cases,,1,,171,0,0,,150,0,0,
18345,2021Q2,,S08000017,,S08000017,d,All Day cases,,1,,249,0,0,,218,0,0,
18346,2021Q3,,S08000017,,S08000017,d,All Day cases,,1,,301,0,0,,280,0,0,
18347,2021Q4,,S08000017,,S08000017,d,All Day cases,,1,,243,0,0,,221,0,0,
18348,2022Q1,,S08000017,,S08000017,d,All Day cases,,1,,234,0,0,,213,0,0,
18349,2022Q2,,S08000017,,S08000017,d,All Day cases,,1,,264,0,0,,240,0,0,
18350,2022Q3,,S08000017,,S08000017,d,All Day cases,,1,,234,0,0,,220,0,0,
18351,2022Q4,p,S08000017,,S08000017,d,All Day cases,,1,,237,0,0,,221,0,0,
18352,2017Q4,,S08000017,,S08000017,d,All Day cases,,2,,761,0,0,,731,0,0,
18353,2018Q1,,S08000017,,S08000017,d,All Day cases,,2,,871,0,0,,844,0,0,
18354,2018Q2,,S08000017,,S08000017,d,All Day cases,,2,,999,0,0,,943,0,0,
18355,2018Q3,,S08000017,,S08000017,d,All Day cases,,2,,906,0,0,,838,0,0,
18356,2018Q4,,S08000017,,S08000017,d,All Day cases,,2,,922,0,0,,851,0,0,
18357,2019Q1,,S08000017,,S08000017,d,All Day cases,,2,,936,0,0,,852,0,0,
18358,2019Q2,,S08000017,,S08000017,d,All Day cases,,2,,967,0,0,,873,0,0,
18359,2019Q3,,S08000017,,S08000017,d,All Day cases,,2,,965,0,0,,863,0,0,
18360,2019Q4,,S08000017,,S08000017,d,All Day cases,,2,,976,0,0,,910,0,0,
18361,2020Q1,,S08000017,,S08000017,d,All Day cases,,2,,910,0,0,,846,0,0,
18362,2020Q2,,S08000017,,S08000017,d,All Day cases,,2,,239,0,0,,207,0,0,
18363,2020Q3,,S08000017,,S08000017,d,All Day cases,,2,,643,0,0,,563,0,0,
18364,2020Q4,,S08000017,,S08000017,d,All Day cases,,2,,792,0,0,,722,0,0,
18365,2021Q1,,S08000017,,S08000017,d,All Day cases,,2,,589,0,0,,544,0,0,
18366,2021Q2,,S08000017,,S08000017,d,All Day cases,,2,,940,0,0,,864,0,0,
18367,2021Q3,,S08000017,,S08000017,d,All Day cases,,2,,896,0,0,,841,0,0,
18368,2021Q4,,S08000017,,S08000017,d,All Day cases,,2,,801,0,0,,740,0,0,
18369,2022Q1,,S08000017,,S08000017,d,All Day cases,,2,,821,0,0,,770,0,0,
18370,2022Q2,,S08000017,,S08000017,d,All Day cases,,2,,828,0,0,,751,0,0,
18371,2022Q3,,S08000017,,S08000017,d,All Day cases,,2,,866,0,0,,799,0,0,
18372,2022Q4,p,S08000017,,S08000017,d,All Day cases,,2,,734,0,0,,700,0,0,
18373,2017Q4,,S08000017,,S08000017,d,All Day cases,,3,,1248,0,0,,1184,0,0,
18374,2018Q1,,S08000017,,S08000017,d,All Day cases,,3,,1267,0,0,,1231,0,0,
18375,2018Q2,,S08000017,,S08000017,d,All Day cases,,3,,1330,0,0,,1274,0,0,
18376,2018Q3,,S08000017,,S08000017,d,All Day cases,,3,,1307,0,0,,1222,0,0,
18377,2018Q4,,S08000017,,S08000017,d,All Day cases,,3,,1381,0,0,,1287,0,0,
18378,2019Q1,,S08000017,,S08000017,d,All Day cases,,3,,1427,0,0,,1281,0,0,
18379,2019Q2,,S08000017,,S08000017,d,All Day cases,,3,,1428,0,0,,1286,0,0,
18380,2019Q3,,S08000017,,S08000017,d,All Day cases,,3,,1492,0,0,,1334,0,0,
18381,2019Q4,,S08000017,,S08000017,d,All Day cases,,3,,1536,0,0,,1412,0,0,
18382,2020Q1,,S08000017,,S08000017,d,All Day cases,,3,,1281,0,0,,1200,0,0,
18383,2020Q2,,S08000017,,S08000017,d,All Day cases,,3,,336,0,0,,289,0,0,
18384,2020Q3,,S08000017,,S08000017,d,All Day cases,,3,,885,0,0,,788,0,0,
18385,2020Q4,,S08000017,,S08000017,d,All Day cases,,3,,1211,0,0,,1091,0,0,
18386,2021Q1,,S08000017,,S08000017,d,All Day cases,,3,,868,0,0,,788,0,0,
18387,2021Q2,,S08000017,,S08000017,d,All Day cases,,3,,1381,0,0,,1269,0,0,
18388,2021Q3,,S08000017,,S08000017,d,All Day cases,,3,,1235,0,0,,1147,0,0,
18389,2021Q4,,S08000017,,S08000017,d,All Day cases,,3,,1157,0,0,,1058,0,0,
18390,2022Q1,,S08000017,,S08000017,d,All Day cases,,3,,1281,0,0,,1199,0,0,
18391,2022Q2,,S08000017,,S08000017,d,All Day cases,,3,,1276,0,0,,1202,0,0,
18392,2022Q3,,S08000017,,S08000017,d,All Day cases,,3,,1148,0,0,,1074,0,0,
18393,2022Q4,p,S08000017,,S08000017,d,All Day cases,,3,,1120,0,0,,1063,0,0,
18394,2017Q4,,S08000017,,S08000017,d,All Day cases,,4,,480,0,0,,455,0,0,
18395,2018Q1,,S08000017,,S08000017,d,All Day cases,,4,,545,0,0,,532,0,0,
18396,2018Q2,,S08000017,,S08000017,d,All Day cases,,4,,591,0,0,,569,0,0,
